PurchaseOrderSysID,PurchaseOrderID,SupplierID,WarehouseID,OrderDate,ExpectedDeliveryDate,OrderStatus,PaymentStatus
SYSPO0006746,PO714852,SUP644173,WH658582,2025-11-16,2025-11-28,Delivered,Paid
SYSPO0006747,PO961220,SUP399105,WH460663,2026-01-03,2026-01-15,Delivered,Paid
SYSPO0006748,PO199845,SUP179046,WH376807,2025-12-13,2026-01-16,Delivered,Paid
SYSPO0006749,PO774220,SUP970127,WH356150,2025-11-24,2025-12-09,Delivered,Paid
SYSPO0006750,PO733544,SUP786735,WH482364,2026-01-24,2026-02-10,Delivered,Paid
SYSPO0006751,PO777513,SUP774591,WH479201,2026-06-10,2026-06-28,Delivered,Paid
SYSPO0006752,PO551188,SUP969693,WH686075,2025-09-22,2025-10-11,Delivered,Paid
SYSPO0006753,PO494865,SUP346629,WH539589,2025-09-24,2025-10-06,Delivered,Paid
SYSPO0006754,PO167098,SUP131244,WH479201,2026-01-09,2026-01-20,Delivered,Pending
SYSPO0006755,PO424119,SUP953085,WH515011,2026-03-23,2026-04-09,Delivered,Pending
SYSPO0006756,PO951334,SUP573489,WH322086,2026-04-30,2026-05-06,Delivered,Paid
SYSPO0006757,PO917507,SUP475190,WH482364,2026-07-12,2026-07-27,Delivered,Paid
SYSPO0006758,PO878986,SUP824156,WH532322,2026-05-19,2026-05-23,Delivered,Paid
SYSPO0006759,PO591491,SUP266931,WH808011,2026-02-16,2026-02-23,Delivered,Paid
SYSPO0006760,PO398701,SUP216970,WH233470,2025-11-26,2025-12-14,Delivered,Paid
SYSPO0006761,PO978567,SUP843215,WH233470,2026-06-25,2026-07-12,Cancelled,Cancelled
SYSPO0006762,PO876040,SUP156837,WH482364,2026-05-01,2026-05-18,Delivered,Paid
SYSPO0006763,PO305323,SUP600149,WH922157,2026-03-02,2026-03-20,Delivered,Paid
SYSPO0006764,PO184179,SUP205907,WH205907,2026-07-02,2026-07-20,Delivered,Paid
SYSPO0006765,PO541157,SUP786735,WH930555,2025-12-01,2025-12-18,Delivered,Paid
SYSPO0006766,PO790836,SUP329974,WH274389,2026-05-05,2026-05-18,Delivered,Paid
SYSPO0006767,PO231094,SUP774591,WH112038,2026-05-15,2026-06-02,Delivered,Paid
SYSPO0006768,PO961265,SUP270395,WH429164,2026-07-31,2026-08-16,In Transit,Pending
SYSPO0006769,PO674032,SUP498382,WH212235,2026-03-04,2026-03-26,Delivered,Paid
SYSPO0006770,PO755305,SUP888295,WH801474,2026-04-04,2026-04-13,Delivered,Paid
SYSPO0006771,PO219408,SUP923927,WH237174,2025-10-25,2025-11-15,Delivered,Paid
SYSPO0006772,PO563259,SUP284171,WH100425,2025-10-19,2025-10-31,Delivered,Paid
SYSPO0006773,PO548348,SUP619389,WH771088,2025-10-22,2025-11-08,Delivered,Paid
SYSPO0006774,PO817179,SUP393243,WH832052,2026-04-01,2026-04-17,Delivered,Paid
SYSPO0006775,PO175090,SUP714953,WH816751,2026-05-06,2026-05-22,Delivered,Paid
SYSPO0006776,PO855458,SUP820892,WH824586,2025-11-22,2025-12-10,Delivered,Paid
SYSPO0006777,PO622170,SUP270395,WH233470,2026-04-25,2026-05-11,Delivered,Paid
SYSPO0006778,PO426703,SUP328552,WH820221,2025-12-14,2026-01-06,Delivered,Paid
SYSPO0006779,PO356734,SUP854717,WH379766,2026-07-25,2026-08-01,Delivered,Paid
SYSPO0006780,PO697476,SUP125611,WH112038,2026-04-20,2026-05-04,Delivered,Paid
SYSPO0006781,PO355107,SUP216970,WH654634,2025-09-22,2025-10-10,Delivered,Paid
SYSPO0006782,PO558598,SUP266931,WH686075,2026-05-04,2026-05-11,Delivered,Paid
SYSPO0006783,PO498562,SUP216970,WH429164,2026-04-11,2026-04-29,Delivered,Pending
SYSPO0006784,PO891638,SUP717024,WH429164,2025-10-10,2025-10-25,Delayed,Pending
SYSPO0006785,PO208298,SUP925981,WH379766,2026-02-13,2026-03-03,Delivered,Paid
SYSPO0006786,PO621071,SUP717024,WH324082,2026-02-28,2026-03-15,Delivered,Paid
SYSPO0006787,PO457383,SUP475876,WH958179,2026-04-28,2026-05-25,Delivered,Paid
SYSPO0006788,PO198825,SUP824586,WH460663,2026-04-06,2026-04-22,Delivered,Paid
SYSPO0006789,PO954091,SUP843215,WH922157,2025-12-05,2025-12-22,Delivered,Paid
SYSPO0006790,PO512005,SUP426147,WH262316,2026-05-04,2026-05-16,Delivered,Paid
SYSPO0006791,PO331031,SUP384076,WH816751,2025-09-15,2025-09-29,Delivered,Paid
SYSPO0006792,PO611549,SUP328552,WH526833,2026-05-24,2026-06-16,Delivered,Paid
SYSPO0006793,PO331323,SUP714953,WH356150,2025-12-16,2026-01-01,Delayed,Pending
SYSPO0006794,PO612763,SUP399607,WH274389,2026-03-08,2026-03-28,Delayed,Pending
SYSPO0006795,PO511305,SUP823846,WH237174,2026-02-04,2026-02-22,Delivered,Paid
SYSPO0006796,PO530684,SUP739244,WH191161,2026-03-16,2026-03-28,Delivered,Paid
SYSPO0006797,PO546547,SUP162535,WH740967,2026-03-11,2026-03-24,Delivered,Paid
SYSPO0006798,PO401967,SUP207570,WH112038,2026-04-18,2026-05-12,Delivered,Paid
SYSPO0006799,PO526556,SUP739244,WH770487,2026-05-04,2026-05-16,Delivered,Pending
SYSPO0006800,PO706700,SUP535020,WH373903,2026-01-11,2026-01-29,Delivered,Paid
SYSPO0006801,PO659763,SUP522179,WH526117,2026-04-20,2026-05-07,Delayed,Pending
SYSPO0006802,PO249940,SUP823846,WH582662,2026-05-19,2026-06-06,Delivered,Paid
SYSPO0006803,PO232512,SUP943718,WH654634,2026-07-15,2026-07-21,Delivered,Paid
SYSPO0006804,PO288033,SUP156837,WH100425,2026-06-24,2026-07-11,Delivered,Paid
SYSPO0006805,PO122843,SUP946721,WH642717,2026-02-25,2026-03-15,Delivered,Paid
SYSPO0006806,PO818080,SUP242254,WH379766,2025-11-21,2025-12-06,Delivered,Paid
SYSPO0006807,PO703484,SUP874483,WH930555,2026-07-08,2026-07-14,Delivered,Paid
SYSPO0006808,PO489281,SUP535020,WH958179,2026-06-27,2026-07-15,Delayed,Pending
SYSPO0006809,PO925671,SUP953085,WH656116,2026-01-13,2026-01-30,Delivered,Paid
SYSPO0006810,PO998661,SUP402020,WH460663,2026-06-11,2026-06-22,Delivered,Paid
SYSPO0006811,PO832987,SUP464863,WH233470,2025-08-06,2025-08-17,Delivered,Pending
SYSPO0006812,PO858161,SUP913423,WH322086,2026-02-21,2026-03-08,Delivered,Paid
SYSPO0006813,PO221862,SUP770487,WH237174,2025-09-12,2025-09-24,Delivered,Paid
SYSPO0006814,PO581249,SUP970127,WH237174,2025-08-11,2025-08-26,Delivered,Paid
SYSPO0006815,PO240461,SUP714953,WH356150,2025-12-27,2026-01-12,Delivered,Paid
SYSPO0006816,PO251014,SUP528361,WH526833,2025-09-27,2025-10-15,Delivered,Paid
SYSPO0006817,PO263640,SUP638169,WH922157,2025-08-22,2025-09-09,Delivered,Paid
SYSPO0006818,PO382828,SUP969693,WH532322,2026-04-19,2026-05-08,Delivered,Paid
SYSPO0006819,PO519641,SUP982554,WH567574,2025-08-23,2025-09-09,Delivered,Paid
SYSPO0006820,PO526766,SUP399607,WH824586,2025-10-18,2025-11-07,Delivered,Paid
SYSPO0006821,PO921898,SUP152578,WH356150,2025-11-13,2025-11-24,Delayed,Pending
SYSPO0006822,PO310198,SUP500156,WH785197,2026-05-20,2026-06-02,Delivered,Paid
SYSPO0006823,PO932333,SUP194689,WH112038,2026-06-03,2026-06-18,Cancelled,Cancelled
SYSPO0006824,PO981864,SUP780776,WH526117,2025-10-03,2025-10-08,Delivered,Paid
SYSPO0006825,PO406370,SUP437758,WH997546,2025-11-21,2025-12-03,Delivered,Paid
SYSPO0006826,PO365423,SUP913423,WH785197,2026-04-24,2026-05-09,Delivered,Paid
SYSPO0006827,PO889303,SUP739098,WH233470,2025-11-07,2025-11-26,Delivered,Paid
SYSPO0006828,PO499534,SUP638169,WH781453,2025-09-27,2025-10-15,Delivered,Paid
SYSPO0006829,PO824920,SUP328552,WH781453,2026-06-23,2026-07-16,Delivered,Paid
SYSPO0006830,PO769135,SUP236306,WH324082,2025-08-26,2025-09-07,Delivered,Paid
SYSPO0006831,PO451868,SUP638169,WH824586,2026-04-27,2026-05-15,Delivered,Paid
SYSPO0006832,PO555989,SUP953085,WH801474,2026-06-02,2026-06-19,Delivered,Paid
SYSPO0006833,PO488467,SUP125611,WH922157,2025-11-24,2025-12-08,Delayed,Pending
SYSPO0006834,PO849933,SUP329974,WH808011,2025-10-20,2025-11-02,Delivered,Paid
SYSPO0006835,PO374256,SUP824586,WH567574,2026-05-21,2026-06-06,Delivered,Paid
SYSPO0006836,PO691318,SUP535020,WH555884,2026-02-28,2026-03-18,Delayed,Pending
SYSPO0006837,PO964939,SUP923927,WH686075,2025-08-14,2025-09-04,Delivered,Paid
SYSPO0006838,PO213541,SUP795613,WH322086,2025-12-19,2025-12-30,Delivered,Paid
SYSPO0006839,PO461738,SUP120422,WH930555,2026-06-14,2026-06-29,Delivered,Paid
SYSPO0006840,PO842896,SUP757937,WH686075,2026-01-24,2026-01-30,Delivered,Paid
SYSPO0006841,PO649372,SUP234628,WH479201,2025-09-10,2025-09-27,Delivered,Paid
SYSPO0006842,PO871015,SUP393243,WH781453,2026-03-29,2026-04-14,Delivered,Paid
SYSPO0006843,PO164420,SUP923927,WH519066,2026-07-05,2026-07-26,Delivered,Paid
SYSPO0006844,PO633694,SUP514850,WH555884,2026-04-21,2026-05-04,Delivered,Paid
SYSPO0006845,PO300206,SUP216970,WH233470,2026-05-16,2026-06-03,Delivered,Paid
SYSPO0006846,PO777093,SUP943298,WH808011,2026-03-08,2026-03-20,Delivered,Paid
SYSPO0006847,PO630250,SUP953085,WH654634,2026-07-03,2026-07-20,Delivered,Paid
SYSPO0006848,PO208117,SUP888295,WH205907,2025-10-28,2025-11-06,Delayed,Pending
SYSPO0006849,PO433196,SUP207570,WH654634,2026-05-17,2026-06-10,Delivered,Paid
SYSPO0006850,PO955262,SUP340174,WH479201,2026-04-10,2026-04-25,Delivered,Paid
SYSPO0006851,PO737742,SUP377405,WH376807,2026-03-07,2026-04-08,Delivered,Paid
SYSPO0006852,PO788975,SUP216970,WH910891,2025-12-31,2026-01-18,Delivered,Paid
SYSPO0006853,PO685896,SUP786735,WH771088,2025-11-02,2025-11-19,Delivered,Paid
SYSPO0006854,PO557107,SUP340044,WH237174,2026-02-16,2026-02-20,Delivered,Paid
SYSPO0006855,PO544903,SUP162535,WH829716,2026-06-02,2026-06-15,Delayed,Pending
SYSPO0006856,PO542913,SUP573489,WH686075,2026-06-07,2026-06-13,Delivered,Paid
SYSPO0006857,PO972000,SUP234628,WH274389,2026-06-08,2026-06-25,Delivered,Paid
SYSPO0006858,PO646639,SUP314181,WH329974,2026-04-29,2026-05-23,Delivered,Paid
SYSPO0006859,PO599636,SUP162535,WH824586,2025-11-21,2025-12-04,Delivered,Paid
SYSPO0006860,PO449007,SUP234628,WH379766,2026-04-28,2026-05-15,Delayed,Pending
SYSPO0006861,PO493136,SUP685181,WH740967,2026-04-17,2026-05-04,Delivered,Paid
SYSPO0006862,PO716628,SUP824586,WH100425,2025-08-20,2025-09-05,Delivered,Paid
SYSPO0006863,PO671927,SUP194689,WH380746,2026-07-27,2026-08-11,In Transit,Pending
SYSPO0006864,PO351045,SUP487477,WH205907,2025-12-28,2026-01-11,Delayed,Pending
SYSPO0006865,PO722085,SUP555052,WH816751,2025-12-30,2026-01-10,Delivered,Paid
SYSPO0006866,PO506738,SUP535020,WH997546,2026-01-10,2026-01-28,Delivered,Paid
SYSPO0006867,PO914509,SUP329974,WH356150,2026-06-04,2026-06-17,Delivered,Paid
SYSPO0006868,PO814415,SUP103717,WH658582,2026-04-25,2026-05-29,Delivered,Paid
SYSPO0006869,PO548535,SUP522179,WH380746,2025-12-01,2025-12-18,Delivered,Paid
SYSPO0006870,PO954366,SUP290556,WH100425,2026-03-04,2026-03-15,Delivered,Paid
SYSPO0006871,PO640476,SUP982554,WH376807,2025-08-22,2025-09-08,Delivered,Paid
SYSPO0006872,PO287453,SUP156837,WH233470,2025-08-07,2025-08-24,Delivered,Paid
SYSPO0006873,PO950519,SUP965845,WH816751,2026-05-17,2026-06-04,Delivered,Paid
SYSPO0006874,PO488995,SUP943298,WH412942,2025-11-07,2025-11-19,Delivered,Paid
SYSPO0006875,PO231891,SUP156837,WH212235,2025-10-19,2025-11-05,Delivered,Paid
SYSPO0006876,PO211668,SUP946721,WH379766,2026-03-31,2026-04-18,Cancelled,Cancelled
SYSPO0006877,PO670811,SUP393243,WH324082,2026-07-05,2026-07-21,Delivered,Paid
SYSPO0006878,PO661167,SUP807617,WH233470,2026-06-01,2026-06-19,Delayed,Pending
SYSPO0006879,PO231136,SUP943718,WH958179,2026-07-02,2026-07-08,Delivered,Paid
SYSPO0006880,PO902711,SUP982554,WH205907,2026-07-05,2026-07-22,Delivered,Paid
SYSPO0006881,PO275025,SUP518373,WH519066,2026-01-21,2026-02-10,Delayed,Pending
SYSPO0006882,PO591931,SUP575755,WH412942,2026-06-20,2026-07-09,Delivered,Paid
SYSPO0006883,PO226741,SUP923927,WH324082,2025-10-28,2025-11-18,Delivered,Paid
SYSPO0006884,PO234502,SUP270395,WH376807,2026-07-21,2026-08-06,In Transit,Pending
SYSPO0006885,PO628434,SUP234628,WH100425,2026-04-05,2026-04-22,Delayed,Pending
SYSPO0006886,PO918133,SUP638169,WH100425,2026-05-02,2026-05-20,Cancelled,Cancelled
SYSPO0006887,PO186973,SUP329974,WH212235,2026-05-04,2026-05-17,Delivered,Paid
SYSPO0006888,PO999205,SUP824586,WH832052,2026-04-10,2026-04-26,Delivered,Paid
SYSPO0006889,PO612606,SUP685181,WH539589,2025-12-22,2026-01-08,Delivered,Paid
SYSPO0006890,PO874750,SUP913423,WH829716,2026-05-22,2026-06-06,Delivered,Paid
SYSPO0006891,PO568750,SUP770487,WH654634,2026-03-18,2026-03-30,Delayed,Pending
SYSPO0006892,PO749114,SUP725550,WH690341,2026-03-02,2026-03-16,Delivered,Paid
SYSPO0006893,PO226153,SUP807617,WH100425,2026-05-15,2026-06-02,Delivered,Paid
SYSPO0006894,PO494472,SUP913423,WH380746,2026-03-24,2026-04-08,Delivered,Paid
SYSPO0006895,PO518131,SUP233827,WH958179,2025-10-17,2025-10-31,Delivered,Paid
SYSPO0006896,PO736753,SUP399607,WH654634,2026-05-30,2026-06-19,Delivered,Paid
SYSPO0006897,PO345921,SUP697530,WH212235,2026-05-10,2026-05-22,Delivered,Paid
SYSPO0006898,PO744867,SUP500156,WH460663,2025-10-16,2025-10-29,Delivered,Paid
SYSPO0006899,PO980411,SUP807617,WH329974,2025-11-24,2025-12-12,Delivered,Paid
SYSPO0006900,PO815286,SUP162535,WH686075,2026-01-23,2026-02-05,Delivered,Paid
SYSPO0006901,PO310020,SUP757937,WH237174,2025-10-09,2025-10-15,Delayed,Pending
SYSPO0006902,PO978484,SUP580547,WH910891,2026-04-24,2026-05-16,Delivered,Paid
SYSPO0006903,PO754067,SUP685181,WH686075,2025-08-30,2025-09-16,Delivered,Paid
SYSPO0006904,PO398334,SUP437758,WH519066,2025-10-13,2025-10-25,Delivered,Paid
SYSPO0006905,PO219556,SUP717889,WH829716,2025-10-08,2025-10-26,Delivered,Paid
SYSPO0006906,PO186629,SUP820892,WH460663,2026-05-14,2026-06-01,Delayed,Pending
SYSPO0006907,PO881421,SUP207570,WH324082,2026-02-17,2026-03-13,Delivered,Paid
SYSPO0006908,PO969064,SUP953085,WH922157,2025-09-17,2025-10-04,Delayed,Pending
SYSPO0006909,PO132222,SUP384076,WH112038,2025-12-26,2026-01-09,Delivered,Paid
SYSPO0006910,PO699597,SUP437758,WH322086,2025-08-17,2025-08-29,Delivered,Paid
SYSPO0006911,PO452598,SUP131244,WH519066,2026-01-15,2026-01-26,Delivered,Paid
SYSPO0006912,PO313183,SUP529893,WH237174,2025-11-18,2025-12-09,Delivered,Paid
SYSPO0006913,PO317072,SUP575755,WH532322,2026-03-06,2026-03-25,Delivered,Paid
SYSPO0006914,PO213033,SUP518373,WH785197,2025-11-12,2025-12-02,Delivered,Paid
SYSPO0006915,PO957947,SUP514850,WH801474,2025-09-21,2025-10-04,Delivered,Paid
SYSPO0006916,PO629905,SUP982554,WH686075,2025-10-03,2025-10-20,Delayed,Pending
SYSPO0006917,PO506153,SUP796212,WH910891,2026-03-16,2026-03-23,Delivered,Paid
SYSPO0006918,PO263332,SUP330080,WH636265,2026-06-26,2026-07-02,Delivered,Paid
SYSPO0006919,PO618893,SUP774591,WH274389,2025-11-09,2025-11-27,Delivered,Paid
SYSPO0006920,PO482590,SUP600149,WH526117,2025-08-04,2025-08-22,Delivered,Paid
SYSPO0006921,PO664895,SUP131244,WH997546,2025-12-08,2025-12-19,Delivered,Paid
SYSPO0006922,PO274531,SUP125611,WH380746,2026-01-30,2026-02-13,Delayed,Pending
SYSPO0006923,PO234779,SUP439498,WH526117,2026-05-04,2026-05-16,Cancelled,Cancelled
SYSPO0006924,PO136052,SUP600149,WH781453,2026-08-01,2026-08-19,In Transit,Pending
SYSPO0006925,PO789783,SUP793655,WH322086,2025-10-01,2025-10-12,Delivered,Paid
SYSPO0006926,PO190555,SUP913423,WH212235,2025-08-17,2025-09-01,Delivered,Paid
SYSPO0006927,PO435155,SUP960394,WH262316,2025-09-30,2025-10-07,Cancelled,Cancelled
SYSPO0006928,PO902884,SUP350405,WH526117,2026-07-28,2026-08-13,In Transit,Pending
SYSPO0006929,PO250198,SUP500156,WH824586,2025-12-05,2025-12-18,Delivered,Pending
SYSPO0006930,PO312775,SUP350405,WH781453,2026-03-21,2026-04-06,Delivered,Paid
SYSPO0006931,PO307772,SUP399607,WH958179,2025-08-21,2025-09-10,Delayed,Pending
SYSPO0006932,PO541249,SUP600149,WH686075,2026-05-29,2026-06-16,Delivered,Paid
SYSPO0006933,PO847391,SUP439498,WH356150,2026-07-30,2026-08-11,Processing,Pending
SYSPO0006934,PO951258,SUP131244,WH910891,2026-04-01,2026-04-12,Delivered,Paid
SYSPO0006935,PO139548,SUP780776,WH205907,2026-03-29,2026-04-03,Delivered,Paid
SYSPO0006936,PO346201,SUP982554,WH829716,2026-06-25,2026-07-12,Delivered,Paid
SYSPO0006937,PO103724,SUP780776,WH233470,2026-04-16,2026-04-21,Delivered,Paid
SYSPO0006938,PO147033,SUP738720,WH233470,2025-11-26,2025-12-14,Delivered,Paid
SYSPO0006939,PO452240,SUP841666,WH373903,2026-02-08,2026-02-25,Delivered,Paid
SYSPO0006940,PO729288,SUP439498,WH567574,2026-06-04,2026-06-16,Delivered,Paid
SYSPO0006941,PO875521,SUP717889,WH237174,2026-03-12,2026-03-30,Delivered,Paid
SYSPO0006942,PO764123,SUP795613,WH785197,2026-03-03,2026-03-14,Delivered,Paid
SYSPO0006943,PO537763,SUP841666,WH816751,2025-12-19,2026-01-05,Delivered,Paid
SYSPO0006944,PO636708,SUP399105,WH322086,2025-08-30,2025-09-11,Delivered,Pending
SYSPO0006945,PO807137,SUP270395,WH686075,2026-06-02,2026-06-18,Delivered,Paid
SYSPO0006946,PO898000,SUP492483,WH377746,2026-05-03,2026-05-21,Delivered,Paid
SYSPO0006947,PO368891,SUP514850,WH555884,2025-12-03,2025-12-16,Delivered,Paid
SYSPO0006948,PO852675,SUP432043,WH808011,2026-02-22,2026-03-10,Delivered,Paid
SYSPO0006949,PO192565,SUP770487,WH205907,2025-10-26,2025-11-07,Delivered,Paid
SYSPO0006950,PO322393,SUP399607,WH233470,2025-10-12,2025-11-01,Delivered,Paid
SYSPO0006951,PO742643,SUP824586,WH526833,2026-02-20,2026-03-08,Delivered,Paid
SYSPO0006952,PO748789,SUP529893,WH930555,2025-08-28,2025-09-18,Delivered,Paid
SYSPO0006953,PO712923,SUP464863,WH322086,2026-06-03,2026-06-14,Delayed,Pending
SYSPO0006954,PO246728,SUP797229,WH997546,2026-02-14,2026-03-02,Delivered,Paid
SYSPO0006955,PO528020,SUP125611,WH515011,2025-10-02,2025-10-16,Delivered,Paid
SYSPO0006956,PO863859,SUP797229,WH274389,2026-01-10,2026-01-26,Delivered,Paid
SYSPO0006957,PO823600,SUP514850,WH532322,2026-02-28,2026-03-13,Delivered,Paid
SYSPO0006958,PO231350,SUP678043,WH112038,2026-02-26,2026-03-04,Delivered,Pending
SYSPO0006959,PO529042,SUP120422,WH832052,2026-01-05,2026-01-20,Delayed,Pending
SYSPO0006960,PO651513,SUP314181,WH958179,2025-09-06,2025-09-30,Delayed,Pending
SYSPO0006961,PO125768,SUP284171,WH690341,2025-12-15,2025-12-27,Delivered,Paid
SYSPO0006962,PO920318,SUP399607,WH832052,2025-10-26,2025-11-15,Delivered,Paid
SYSPO0006963,PO720887,SUP843215,WH532322,2026-07-11,2026-07-28,Delivered,Paid
SYSPO0006964,PO639726,SUP432043,WH997546,2025-10-23,2025-11-08,Delivered,Paid
SYSPO0006965,PO821196,SUP969693,WH380746,2026-04-16,2026-05-05,Delivered,Paid
SYSPO0006966,PO514369,SUP678043,WH532322,2025-12-08,2025-12-14,Delayed,Pending
SYSPO0006967,PO296357,SUP437758,WH233470,2025-12-08,2025-12-20,Delivered,Paid
SYSPO0006968,PO848815,SUP638169,WH479201,2025-12-20,2026-01-07,Delivered,Paid
SYSPO0006969,PO708992,SUP401601,WH686075,2025-11-24,2025-12-05,Delivered,Paid
SYSPO0006970,PO211329,SUP535020,WH555884,2025-10-25,2025-11-12,Delivered,Paid
SYSPO0006971,PO587433,SUP774591,WH686075,2026-05-21,2026-06-08,Delivered,Paid
SYSPO0006972,PO620099,SUP216970,WH212235,2026-03-30,2026-04-17,Cancelled,Cancelled
SYSPO0006973,PO979340,SUP575755,WH174441,2026-02-24,2026-03-15,Delivered,Pending
SYSPO0006974,PO658053,SUP796212,WH656116,2026-02-02,2026-02-09,Cancelled,Cancelled
SYSPO0006975,PO175958,SUP678043,WH910891,2026-03-08,2026-03-14,Delayed,Pending
SYSPO0006976,PO405039,SUP125611,WH532322,2026-06-17,2026-07-01,Delivered,Paid
SYSPO0006977,PO918632,SUP739098,WH686075,2026-05-21,2026-06-09,Delivered,Paid
SYSPO0006978,PO173369,SUP573489,WH555884,2026-04-11,2026-04-17,Delayed,Pending
SYSPO0006979,PO469601,SUP925981,WH808011,2025-08-05,2025-08-23,Delivered,Paid
SYSPO0006980,PO658761,SUP807617,WH526833,2025-09-15,2025-10-03,Delivered,Paid
SYSPO0006981,PO423349,SUP329974,WH922157,2026-04-18,2026-05-01,Cancelled,Cancelled
SYSPO0006982,PO783134,SUP346629,WH233470,2025-12-14,2025-12-26,Delivered,Paid
SYSPO0006983,PO292555,SUP131244,WH422451,2026-01-22,2026-02-02,Delivered,Paid
SYSPO0006984,PO648251,SUP330080,WH380746,2025-11-03,2025-11-09,Delayed,Pending
SYSPO0006985,PO615139,SUP529893,WH686075,2026-07-19,2026-08-09,In Transit,Pending
SYSPO0006986,PO152208,SUP162535,WH519066,2026-04-08,2026-04-21,Delivered,Paid
SYSPO0006987,PO718293,SUP401601,WH816751,2026-03-28,2026-04-08,Delivered,Paid
SYSPO0006988,PO257208,SUP236306,WH262316,2026-07-24,2026-08-05,Cancelled,Cancelled
SYSPO0006989,PO775016,SUP492483,WH274389,2026-03-31,2026-04-18,Delivered,Paid
SYSPO0006990,PO388606,SUP346629,WH555884,2025-11-04,2025-11-16,Delivered,Paid
SYSPO0006991,PO793703,SUP677596,WH356150,2025-08-17,2025-08-26,Delivered,Pending
SYSPO0006992,PO269922,SUP714953,WH482364,2026-04-24,2026-05-10,Delivered,Paid
SYSPO0006993,PO960712,SUP179046,WH662336,2026-07-11,2026-08-14,In Transit,Pending
SYSPO0006994,PO503116,SUP314181,WH690341,2025-12-04,2025-12-28,Delivered,Paid
SYSPO0006995,PO622688,SUP619389,WH377746,2025-12-28,2026-01-14,Cancelled,Cancelled
SYSPO0006996,PO242712,SUP943718,WH771088,2026-07-23,2026-07-29,Delivered,Paid
SYSPO0006997,PO782841,SUP820892,WH816751,2026-06-07,2026-06-25,Delivered,Paid
SYSPO0006998,PO702110,SUP156837,WH781453,2025-09-15,2025-10-02,Delivered,Paid
SYSPO0006999,PO870469,SUP475190,WH658582,2025-12-29,2026-01-13,Delivered,Paid
SYSPO0007000,PO442498,SUP757937,WH356150,2025-11-09,2025-11-15,Delivered,Paid
SYSPO0007001,PO773186,SUP123005,WH930555,2026-02-27,2026-03-18,Delivered,Paid
SYSPO0007002,PO726588,SUP270395,WH654634,2026-05-10,2026-05-26,Delivered,Paid
SYSPO0007003,PO620133,SUP439498,WH324082,2025-11-19,2025-12-01,Delivered,Paid
SYSPO0007004,PO616892,SUP797229,WH910891,2025-08-11,2025-08-27,Delivered,Paid
SYSPO0007005,PO490780,SUP797229,WH539589,2026-07-21,2026-08-06,In Transit,Pending
SYSPO0007006,PO168769,SUP518373,WH829716,2026-02-18,2026-03-10,Delivered,Paid
SYSPO0007007,PO662518,SUP946721,WH832052,2026-06-17,2026-07-05,Delivered,Paid
SYSPO0007008,PO639086,SUP384076,WH922157,2026-05-28,2026-06-11,Delivered,Paid
SYSPO0007009,PO307931,SUP498382,WH785197,2025-12-25,2026-01-16,Delivered,Paid
SYSPO0007010,PO793476,SUP697530,WH686075,2026-02-17,2026-03-01,Delayed,Pending
SYSPO0007011,PO673605,SUP972565,WH829716,2026-06-09,2026-06-15,Delayed,Pending
SYSPO0007012,PO996192,SUP426147,WH829716,2026-02-15,2026-02-27,Delivered,Paid
SYSPO0007013,PO510661,SUP123005,WH636265,2026-01-22,2026-02-10,Delivered,Paid
SYSPO0007014,PO130721,SUP233827,WH781453,2026-02-07,2026-02-21,Delivered,Paid
SYSPO0007015,PO593878,SUP891937,WH379766,2025-08-19,2025-08-25,Delivered,Paid
SYSPO0007016,PO355541,SUP206851,WH539589,2025-11-25,2025-11-30,Delivered,Paid
SYSPO0007017,PO943245,SUP205907,WH539589,2026-07-16,2026-08-03,In Transit,Pending
SYSPO0007018,PO969396,SUP103717,WH429164,2026-04-12,2026-05-16,Delivered,Paid
SYSPO0007019,PO864202,SUP377405,WH690341,2025-10-15,2025-11-16,Delivered,Paid
SYSPO0007020,PO661587,SUP797229,WH686075,2025-12-04,2025-12-20,Cancelled,Cancelled
SYSPO0007021,PO859231,SUP340174,WH656116,2026-02-17,2026-03-04,Delivered,Paid
SYSPO0007022,PO855741,SUP970127,WH526117,2025-09-02,2025-09-17,Delivered,Paid
SYSPO0007023,PO585995,SUP925981,WH740967,2025-09-08,2025-09-26,Delivered,Paid
SYSPO0007024,PO306646,SUP464863,WH526117,2025-10-06,2025-10-17,Delivered,Paid
SYSPO0007025,PO895331,SUP329974,WH824586,2026-05-29,2026-06-11,Delivered,Paid
SYSPO0007026,PO338316,SUP697530,WH526117,2026-02-26,2026-03-10,Delayed,Pending
SYSPO0007027,PO248770,SUP514850,WH274389,2026-02-25,2026-03-10,Delivered,Paid
SYSPO0007028,PO926769,SUP807617,WH377746,2025-08-04,2025-08-22,Delayed,Pending
SYSPO0007029,PO818930,SUP487477,WH832052,2026-04-02,2026-04-16,Delivered,Paid
SYSPO0007030,PO542195,SUP156837,WH324082,2025-08-27,2025-09-13,Delivered,Paid
SYSPO0007031,PO471560,SUP738720,WH380746,2025-10-22,2025-11-09,Delivered,Paid
SYSPO0007032,PO105101,SUP439498,WH233470,2026-04-19,2026-05-01,Delivered,Paid
SYSPO0007033,PO689642,SUP125611,WH532322,2026-04-03,2026-04-17,Delivered,Paid
SYSPO0007034,PO167874,SUP194689,WH212235,2026-05-29,2026-06-13,Delivered,Paid
