ShipmentSysID,ShipmentID,PurchaseOrderID,SupplierID,WarehouseID,ShipmentDate,ExpectedDeliveryDate,ActualDeliveryDate,Carrier,TransportMode,TrackingNumber,DistanceKM,TransitDays,DelayDays,ShipmentStatus,FreightCost
SYSSHP0005197,SHP0005197,PO243747,SUP969693,WH322086,2026-02-10,2026-02-28,2026-02-28,FedEx,Rail,TRK324446300,1374,5,0,Delivered,20914.27
SYSSHP0005198,SHP0005198,PO799047,SUP205907,WH686075,2025-08-25,2025-09-12,2025-09-13,Delhivery,Rail,TRK289706458,862,6,1,Delayed,15725.63
SYSSHP0005199,SHP0005199,PO200761,SUP338533,WH262316,2025-09-26,2025-10-14,2025-10-15,Shadowfax,Road,TRK251561179,1746,8,1,Delayed,41970.45
SYSSHP0005200,SHP0005200,PO176851,SUP796212,WH785197,2026-05-07,2026-05-12,2026-05-12,FedEx,Road,TRK321164463,1357,9,0,Delivered,31225.19
SYSSHP0005201,SHP0005201,PO888421,SUP795613,WH930555,2025-11-19,2025-11-29,2025-11-29,DHL,Road,TRK842660982,896,5,0,Delivered,24117.85
SYSSHP0005202,SHP0005202,PO585236,SUP786735,WH997546,2025-09-09,2025-09-24,2025-09-24,Delhivery,Road,TRK621508271,1107,4,0,Delivered,25441.99
SYSSHP0005203,SHP0005203,PO693907,SUP426147,WH377746,2025-08-21,2025-08-31,2025-08-31,DHL,Road,TRK738484768,2180,9,0,Delivered,49558.34
SYSSHP0005204,SHP0005204,PO177797,SUP793655,WH654634,2026-07-27,2026-08-05,2026-08-05,Blue Dart,Road,TRK157308080,16,2,0,In Transit,422.17
SYSSHP0005205,SHP0005205,PO607377,SUP338533,WH539589,2025-10-30,2025-11-17,2025-11-17,Blue Dart,Road,TRK618551504,343,4,0,Delivered,8925.19
SYSSHP0005206,SHP0005206,PO294379,SUP242254,WH662336,2026-07-16,2026-07-31,2026-07-31,DHL,Road,TRK223463865,350,4,0,Delivered,8385.55
SYSSHP0005207,SHP0005207,PO129693,SUP575755,WH532322,2026-06-27,2026-07-15,2026-07-15,Shadowfax,Road,TRK603942109,2420,9,0,Delivered,55686.43
SYSSHP0005208,SHP0005208,PO656183,SUP194689,WH922157,2026-02-19,2026-03-06,2026-03-06,Blue Dart,Road,TRK558612531,25,1,0,Delivered,560.9
SYSSHP0005209,SHP0005209,PO469535,SUP329974,WH539589,2026-01-10,2026-01-22,2026-01-22,DHL,Road,TRK389471813,815,5,0,Delivered,20806.19
SYSSHP0005210,SHP0005210,PO761614,SUP738720,WH379766,2026-05-01,2026-05-19,2026-05-19,DHL,Road,TRK817991230,1268,8,0,Delivered,32697.92
SYSSHP0005211,SHP0005211,PO423766,SUP913423,WH824586,2026-07-16,2026-07-30,2026-07-30,FedEx,Road,TRK131131342,1613,6,0,Delivered,41342.8
SYSSHP0005212,SHP0005212,PO500798,SUP913423,WH460663,2025-12-25,2026-01-08,2026-01-08,Blue Dart,Road,TRK783446254,1381,9,0,Delivered,36224.59
SYSSHP0005213,SHP0005213,PO804762,SUP125611,WH808011,2026-01-27,2026-02-10,2026-02-10,Delhivery,Road,TRK871783554,1732,7,0,Delivered,41560.44
SYSSHP0005214,SHP0005214,PO344501,SUP573489,WH412942,2026-05-21,2026-05-25,2026-05-25,FedEx,Road,TRK595768852,494,2,0,Delivered,11494.28
SYSSHP0005215,SHP0005215,PO172617,SUP475190,WH112038,2025-09-05,2025-09-18,2025-09-21,Blue Dart,Road,TRK851493339,34,2,3,Delayed,873.19
SYSSHP0005216,SHP0005216,PO466063,SUP795613,WH100425,2026-03-15,2026-03-26,2026-03-26,Ecom Express,Road,TRK578775323,724,5,0,Delivered,15960.51
SYSSHP0005217,SHP0005217,PO690390,SUP580547,WH958179,2025-09-08,2025-09-30,2025-09-30,Blue Dart,Road,TRK774276044,1720,9,0,Delivered,44742.74
SYSSHP0005218,SHP0005218,PO107222,SUP575755,WH237174,2026-02-15,2026-03-05,2026-03-05,FedEx,Road,TRK387041397,1128,4,0,Delivered,25046.28
SYSSHP0005219,SHP0005219,PO541308,SUP401601,WH771088,2025-09-23,2025-10-03,2025-10-03,Ecom Express,Rail,TRK830928651,660,6,0,Delivered,11604.09
SYSSHP0005220,SHP0005220,PO421042,SUP522179,WH829716,2026-04-08,2026-04-23,2026-04-23,Delhivery,Road,TRK964931914,1330,8,0,Delivered,29330.69
SYSSHP0005221,SHP0005221,PO520388,SUP725550,WH770487,2026-06-17,2026-06-30,2026-06-30,DHL,Road,TRK808598901,1080,5,0,Delivered,25297.64
SYSSHP0005222,SHP0005222,PO424544,SUP216970,WH785197,2026-01-04,2026-01-20,2026-01-20,DHL,Road,TRK765925089,350,2,0,Delivered,7926.27
SYSSHP0005223,SHP0005223,PO504390,SUP518373,WH781453,2025-09-02,2025-09-20,2025-09-20,FedEx,Road,TRK694939969,678,4,0,Delivered,17862.37
SYSSHP0005224,SHP0005224,PO369412,SUP725550,WH656116,2026-03-21,2026-04-02,2026-04-02,DHL,Road,TRK363823191,1336,9,0,Delivered,34330.91
SYSSHP0005225,SHP0005225,PO526462,SUP600149,WH910891,2026-03-10,2026-03-28,2026-03-28,Ecom Express,Road,TRK449633985,150,3,0,Delivered,3859.58
SYSSHP0005226,SHP0005226,PO308855,SUP739244,WH808011,2025-08-27,2025-09-07,2025-09-11,Blue Dart,Road,TRK691444797,1460,8,4,Delayed,36222.37
SYSSHP0005227,SHP0005227,PO692493,SUP644173,WH567574,2026-01-19,2026-01-29,2026-01-29,Delhivery,Road,TRK771750722,1472,7,0,Delivered,32631.84
SYSSHP0005228,SHP0005228,PO182919,SUP600149,WH429164,2026-04-17,2026-05-04,2026-05-04,Shadowfax,Road,TRK985674652,660,5,0,Delivered,15649.52
SYSSHP0005229,SHP0005229,PO244025,SUP518373,WH922157,2025-09-21,2025-10-11,2025-10-13,Delhivery,Road,TRK321966737,1166,4,2,Delayed,30510.75
SYSSHP0005230,SHP0005230,PO151952,SUP841666,WH832052,2025-11-01,2025-11-18,2025-11-18,Ecom Express,Road,TRK806947822,35,1,0,Delivered,878.93
SYSSHP0005231,SHP0005231,PO287953,SUP350405,WH422451,2025-11-23,2025-12-09,2025-12-10,Delhivery,Road,TRK364019916,980,4,1,Delayed,23315.26
SYSSHP0005232,SHP0005232,PO585147,SUP535020,WH740967,2025-11-12,2025-11-29,2025-12-01,Delhivery,Road,TRK131516053,720,5,2,Delayed,17424.6
SYSSHP0005233,SHP0005233,PO182169,SUP314181,WH112038,2026-06-29,2026-07-22,2026-07-22,Blue Dart,Road,TRK963621889,1616,8,0,Delivered,37006.4
SYSSHP0005234,SHP0005234,PO750919,SUP820892,WH479201,2025-12-02,2025-12-20,2025-12-20,Shadowfax,Road,TRK754185754,1248,6,0,Delivered,29685.44
SYSSHP0005235,SHP0005235,PO741439,SUP575755,WH526833,2026-07-28,2026-08-15,2026-08-15,Delhivery,Rail,TRK315261524,1190,4,0,In Transit,18223.12
SYSSHP0005236,SHP0005236,PO534055,SUP795613,WH820221,2026-06-09,2026-06-20,2026-06-20,Delhivery,Road,TRK967312515,1388,9,0,Delivered,36841.45
SYSSHP0005237,SHP0005237,PO890331,SUP152578,WH112038,2026-01-01,2026-01-12,2026-01-12,Delhivery,Road,TRK160039064,916,6,0,Delivered,24317.71
SYSSHP0005238,SHP0005238,PO881534,SUP518373,WH582662,2026-05-02,2026-05-21,2026-05-21,Ecom Express,Road,TRK485382676,1009,6,0,Delivered,24435.28
SYSSHP0005239,SHP0005239,PO930165,SUP970127,WH801474,2026-06-21,2026-07-06,2026-07-06,Shadowfax,Road,TRK453806740,1294,7,0,Delivered,32596.41
SYSSHP0005240,SHP0005240,PO732795,SUP891937,WH526117,2026-05-14,2026-05-20,2026-05-20,Ecom Express,Road,TRK268377799,970,5,0,Delivered,23697.19
SYSSHP0005241,SHP0005241,PO839966,SUP270395,WH785197,2025-12-08,2025-12-22,2025-12-22,Delhivery,Road,TRK568785789,350,2,0,Delivered,9330.65
SYSSHP0005242,SHP0005242,PO706411,SUP125611,WH808011,2025-12-03,2025-12-17,2025-12-17,DHL,Road,TRK492055030,569,4,0,Delivered,14357.35
SYSSHP0005243,SHP0005243,PO529830,SUP982554,WH412942,2026-01-26,2026-02-10,2026-02-10,DHL,Road,TRK735385258,1704,6,0,Delivered,37837.48
SYSSHP0005244,SHP0005244,PO789315,SUP812526,WH555884,2025-11-17,2025-12-05,2025-12-05,Shadowfax,Road,TRK880309397,16,1,0,Delivered,420.19
SYSSHP0005245,SHP0005245,PO722142,SUP216970,WH808011,2025-11-01,2025-11-18,2025-11-18,FedEx,Road,TRK516268889,1570,8,0,Delivered,35351.02
SYSSHP0005246,SHP0005246,PO600200,SUP526156,WH910891,2025-08-31,2025-09-07,2025-09-07,Ecom Express,Road,TRK695289465,980,6,0,Delivered,22940.45
SYSSHP0005247,SHP0005247,PO957286,SUP969693,WH656116,2025-10-20,2025-11-07,2025-11-07,Ecom Express,Road,TRK246276162,535,4,0,Delivered,13520.54
SYSSHP0005248,SHP0005248,PO999818,SUP738720,WH412942,2025-09-24,2025-10-11,2025-10-11,DHL,Road,TRK128735675,890,4,0,Delivered,21554.11
SYSSHP0005249,SHP0005249,PO265353,SUP384076,WH801474,2026-06-02,2026-06-14,2026-06-14,DHL,Road,TRK745677878,1330,8,0,Delivered,33900.16
SYSSHP0005250,SHP0005250,PO897178,SUP233827,WH205907,2026-05-28,2026-06-11,2026-06-11,Ecom Express,Road,TRK648445464,345,3,0,Delivered,7724.21
SYSSHP0005251,SHP0005251,PO220736,SUP965845,WH532322,2026-03-19,2026-04-04,2026-04-04,FedEx,Rail,TRK570985344,2420,6,0,Delivered,43811.33
SYSSHP0005252,SHP0005252,PO415997,SUP677596,WH324082,2025-09-14,2025-09-22,2025-09-22,FedEx,Road,TRK391530995,500,4,0,Delivered,11930.26
SYSSHP0005253,SHP0005253,PO760914,SUP685181,WH519066,2025-10-02,2025-10-18,2025-10-18,Blue Dart,Road,TRK235496587,1330,8,0,Delivered,30701.89
SYSSHP0005254,SHP0005254,PO939230,SUP475190,WH212235,2025-09-13,2025-09-27,2025-09-27,FedEx,Road,TRK761097426,1216,7,0,Delivered,26986.31
SYSSHP0005255,SHP0005255,PO356307,SUP925981,WH816751,2025-10-06,2025-10-22,2025-10-22,DHL,Road,TRK744079110,530,3,0,Delivered,14265.67
SYSSHP0005256,SHP0005256,PO989461,SUP717024,WH532322,2026-01-24,2026-02-07,2026-02-07,DHL,Road,TRK872694476,32,2,0,Delivered,839.27
SYSSHP0005257,SHP0005257,PO740615,SUP807617,WH526117,2026-01-29,2026-02-16,2026-02-16,DHL,Road,TRK946207465,516,2,0,Delivered,12440.18
SYSSHP0005258,SHP0005258,PO873111,SUP156837,WH322086,2025-12-02,2025-12-18,2025-12-18,DHL,Road,TRK132075033,1300,8,0,Delivered,34645.84
SYSSHP0005259,SHP0005259,PO313951,SUP575755,WH262316,2026-01-07,2026-01-25,2026-01-25,Shadowfax,Road,TRK949581895,1190,5,0,Delivered,26303.89
SYSSHP0005260,SHP0005260,PO473543,SUP535020,WH567574,2025-09-17,2025-10-05,2025-10-05,Shadowfax,Road,TRK618268835,916,4,0,Delivered,21971.64
SYSSHP0005261,SHP0005261,PO710638,SUP714953,WH422451,2026-02-26,2026-03-14,2026-03-14,Blue Dart,Road,TRK844565620,1190,5,0,Delivered,29914.31
SYSSHP0005262,SHP0005262,PO102429,SUP738720,WH686075,2025-12-21,2026-01-06,2026-01-06,DHL,Road,TRK491418650,865,4,0,Delivered,20484.89
SYSSHP0005263,SHP0005263,PO701530,SUP725550,WH274389,2026-05-29,2026-06-11,2026-06-11,DHL,Road,TRK992042734,792,5,0,Delivered,18863.58
SYSSHP0005264,SHP0005264,PO478007,SUP529893,WH191161,2025-10-21,2025-11-11,2025-11-12,Shadowfax,Road,TRK330521227,1191,5,1,Delayed,27414.06
SYSSHP0005265,SHP0005265,PO515811,SUP384076,WH377746,2026-01-26,2026-02-07,2026-02-07,FedEx,Road,TRK545346486,1410,9,0,Delivered,34608.27
SYSSHP0005266,SHP0005266,PO668369,SUP624783,WH801474,2025-12-01,2025-12-12,2025-12-12,DHL,Road,TRK962786869,1447,8,0,Delivered,37215.52
SYSSHP0005267,SHP0005267,PO292484,SUP965845,WH636265,2026-01-30,2026-02-15,2026-02-15,Blue Dart,Rail,TRK415361317,2420,8,0,Delivered,38244.94
SYSSHP0005268,SHP0005268,PO876849,SUP399105,WH380746,2025-11-13,2025-11-24,2025-11-24,Delhivery,Rail,TRK200383823,1270,8,0,Delivered,22228.8
SYSSHP0005269,SHP0005269,PO579743,SUP824586,WH656116,2026-06-29,2026-07-15,2026-07-15,FedEx,Road,TRK149634628,1485,7,0,Delivered,38449.89
SYSSHP0005270,SHP0005270,PO213017,SUP972565,WH379766,2025-09-17,2025-09-23,2025-09-23,FedEx,Road,TRK138704973,715,4,0,Delivered,17601.56
SYSSHP0005271,SHP0005271,PO707592,SUP678043,WH658582,2025-09-08,2025-09-12,2025-09-12,Blue Dart,Road,TRK194484018,1360,8,0,Delivered,30147.2
SYSSHP0005272,SHP0005272,PO789997,SUP965845,WH642717,2025-10-03,2025-10-20,2025-10-20,Blue Dart,Road,TRK199680428,365,4,0,Delivered,8227.15
SYSSHP0005273,SHP0005273,PO134256,SUP797229,WH910891,2026-06-11,2026-06-27,2026-06-27,DHL,Road,TRK152063166,530,2,0,Delivered,11747.39
SYSSHP0005274,SHP0005274,PO429035,SUP350405,WH656116,2026-04-27,2026-05-11,2026-05-11,Ecom Express,Road,TRK565390942,1750,7,0,Delivered,40626.2
SYSSHP0005275,SHP0005275,PO394209,SUP725550,WH771088,2025-11-28,2025-12-12,2025-12-12,Shadowfax,Rail,TRK580549105,1503,6,0,Delivered,25663.78
SYSSHP0005276,SHP0005276,PO943807,SUP685181,WH515011,2026-06-18,2026-07-05,2026-07-05,DHL,Road,TRK582963367,2180,7,0,Delivered,53625.09
SYSSHP0005277,SHP0005277,PO559437,SUP123005,WH380746,2026-05-03,2026-05-21,2026-05-21,Delhivery,Road,TRK902870261,2250,9,0,Delivered,59422.16
SYSSHP0005278,SHP0005278,PO139363,SUP207570,WH274389,2026-04-29,2026-05-23,2026-05-23,Delhivery,Road,TRK421024800,365,4,0,Delivered,8965.32
SYSSHP0005279,SHP0005279,PO339474,SUP823846,WH233470,2026-03-25,2026-04-11,2026-04-11,FedEx,Rail,TRK567039904,715,4,0,Delivered,11560.41
SYSSHP0005280,SHP0005280,PO149211,SUP330080,WH100425,2025-08-19,2025-08-23,2025-08-24,Blue Dart,Road,TRK376657292,715,5,1,Delayed,17385.58
SYSSHP0005281,SHP0005281,PO393948,SUP697530,WH824586,2025-10-26,2025-11-05,2025-11-05,Ecom Express,Road,TRK980931036,1444,7,0,Delivered,34902.16
SYSSHP0005282,SHP0005282,PO453133,SUP807617,WH322086,2026-06-24,2026-07-10,2026-07-10,Shadowfax,Road,TRK844163811,790,5,0,Delivered,19551.18
SYSSHP0005283,SHP0005283,PO308635,SUP233827,WH770487,2026-07-01,2026-07-14,2026-07-14,Delhivery,Road,TRK434041171,2180,8,0,Delivered,52191.06
SYSSHP0005284,SHP0005284,PO931738,SUP514850,WH771088,2025-12-08,2025-12-20,2025-12-20,Ecom Express,Road,TRK333245342,1213,8,0,Delivered,32646.43
SYSSHP0005285,SHP0005285,PO520764,SUP913423,WH567574,2025-09-29,2025-10-13,2025-10-13,DHL,Road,TRK454636729,1465,7,0,Delivered,38149.23
SYSSHP0005286,SHP0005286,PO110444,SUP555052,WH801474,2025-09-06,2025-09-17,2025-09-17,Blue Dart,Road,TRK263849042,1126,4,0,Delivered,28299.79
SYSSHP0005287,SHP0005287,PO591201,SUP714953,WH922157,2026-05-07,2026-05-21,2026-05-21,Ecom Express,Road,TRK517257102,1494,9,0,Delivered,35784.83
SYSSHP0005288,SHP0005288,PO548555,SUP156837,WH555884,2025-11-08,2025-11-23,2025-11-24,Blue Dart,Road,TRK810052797,1190,4,1,Delayed,32048.8
SYSSHP0005289,SHP0005289,PO558793,SUP266931,WH519066,2025-12-18,2025-12-25,2025-12-25,Shadowfax,Road,TRK776612575,1410,7,0,Delivered,37892.15
SYSSHP0005290,SHP0005290,PO739590,SUP923927,WH808011,2026-01-03,2026-01-23,2026-01-23,Blue Dart,Road,TRK343263101,1622,9,0,Delivered,39477.13
SYSSHP0005291,SHP0005291,PO884746,SUP328552,WH781453,2026-02-19,2026-03-12,2026-03-12,FedEx,Road,TRK825301769,771,5,0,Delivered,19707.91
SYSSHP0005292,SHP0005292,PO158772,SUP464863,WH519066,2025-08-21,2025-09-01,2025-09-01,DHL,Road,TRK858968068,150,4,0,Delivered,3962.44
SYSSHP0005293,SHP0005293,PO870405,SUP426147,WH686075,2026-04-22,2026-05-03,2026-05-03,Blue Dart,Road,TRK385073461,31,2,0,Delivered,804.02
SYSSHP0005294,SHP0005294,PO278915,SUP123005,WH112038,2025-11-28,2025-12-15,2025-12-15,FedEx,Road,TRK811453123,971,5,0,Delivered,23301.06
SYSSHP0005295,SHP0005295,PO930895,SUP194689,WH100425,2025-11-12,2025-11-26,2025-11-26,Ecom Express,Road,TRK826924694,1410,9,0,Delivered,31035.01
SYSSHP0005296,SHP0005296,PO171409,SUP330080,WH422451,2026-06-17,2026-06-22,2026-06-22,Delhivery,Road,TRK524771233,715,4,0,Delivered,18007.99
SYSSHP0005297,SHP0005297,PO948821,SUP725550,WH322086,2025-10-09,2025-10-22,2025-10-22,DHL,Road,TRK330677893,1280,8,0,Delivered,34355.94
SYSSHP0005298,SHP0005298,PO195280,SUP194689,WH515011,2025-08-14,2025-08-29,2025-08-29,FedEx,Road,TRK215288636,22,2,0,Delivered,512.09
SYSSHP0005299,SHP0005299,PO935787,SUP131244,WH376807,2026-01-07,2026-01-17,2026-01-17,Blue Dart,Road,TRK413360097,1189,5,0,Delivered,27055.25
SYSSHP0005300,SHP0005300,PO560688,SUP518373,WH379766,2026-06-30,2026-07-19,2026-07-19,Blue Dart,Road,TRK495844223,1702,8,0,Delivered,38612.32
SYSSHP0005301,SHP0005301,PO371521,SUP739244,WH686075,2026-01-24,2026-02-05,2026-02-05,Ecom Express,Road,TRK473234231,2180,6,0,Delivered,55270.3
SYSSHP0005302,SHP0005302,PO206525,SUP960394,WH422451,2026-03-06,2026-03-12,2026-03-12,Blue Dart,Rail,TRK352793653,1646,8,0,Delivered,26163.49
SYSSHP0005303,SHP0005303,PO619246,SUP824586,WH781453,2026-05-21,2026-06-04,2026-06-04,Delhivery,Road,TRK299318337,1420,6,0,Delivered,37153.99
SYSSHP0005304,SHP0005304,PO924872,SUP969693,WH233470,2026-03-05,2026-03-22,2026-03-22,FedEx,Road,TRK862590242,1190,5,0,Delivered,32100.86
SYSSHP0005305,SHP0005305,PO376519,SUP284171,WH324082,2025-11-09,2025-11-19,2025-11-19,Blue Dart,Road,TRK936890958,681,6,0,Delivered,15932.5
SYSSHP0005306,SHP0005306,PO662899,SUP913423,WH380746,2025-09-09,2025-09-22,2025-09-22,Blue Dart,Road,TRK898847672,2420,6,0,Delivered,62924.85
SYSSHP0005307,SHP0005307,PO591950,SUP972565,WH658582,2026-01-30,2026-02-03,2026-02-03,DHL,Road,TRK262243791,1560,9,0,Delivered,35309.9
SYSSHP0005308,SHP0005308,PO167202,SUP739098,WH658582,2025-09-11,2025-09-29,2025-09-29,Shadowfax,Road,TRK935915556,466,3,0,Delivered,12193.96
SYSSHP0005309,SHP0005309,PO713346,SUP242254,WH636265,2026-06-11,2026-06-25,2026-06-25,Blue Dart,Road,TRK458363853,2250,8,0,Delivered,59031.5
SYSSHP0005310,SHP0005310,PO659705,SUP725550,WH112038,2026-06-06,2026-06-20,2026-06-20,FedEx,Rail,TRK202738319,1268,7,0,Delivered,23876.33
SYSSHP0005311,SHP0005311,PO875419,SUP194689,WH412942,2025-09-25,2025-10-10,2025-10-12,Ecom Express,Road,TRK982219643,1460,8,2,Delayed,33534.31
SYSSHP0005312,SHP0005312,PO296740,SUP774591,WH519066,2025-09-18,2025-10-06,2025-10-08,Shadowfax,Road,TRK872605070,1410,9,2,Delayed,33602.28
SYSSHP0005313,SHP0005313,PO295356,SUP780776,WH824586,2025-08-06,2025-08-11,2025-08-16,Blue Dart,Road,TRK111638847,20,1,5,Delayed,499.53
SYSSHP0005314,SHP0005314,PO225017,SUP717024,WH567574,2025-08-25,2025-09-09,2025-09-10,Ecom Express,Road,TRK731010131,20,1,1,Delayed,485.58
SYSSHP0005315,SHP0005315,PO830741,SUP770487,WH808011,2026-06-20,2026-07-02,2026-07-02,FedEx,Road,TRK356846305,1460,9,0,Delivered,39174.91
SYSSHP0005316,SHP0005316,PO878826,SUP678043,WH526117,2026-06-01,2026-06-07,2026-06-07,FedEx,Rail,TRK402799302,617,4,0,Delivered,9869.31
SYSSHP0005317,SHP0005317,PO177525,SUP717889,WH356150,2025-10-28,2025-11-14,2025-11-14,FedEx,Rail,TRK146424028,2150,8,0,Delivered,33759.59
SYSSHP0005318,SHP0005318,PO405500,SUP823846,WH662336,2025-09-21,2025-10-09,2025-10-09,FedEx,Road,TRK482040393,350,3,0,Delivered,8294.57
SYSSHP0005319,SHP0005319,PO727325,SUP619389,WH233470,2025-10-18,2025-11-03,2025-11-03,DHL,Road,TRK456221229,345,2,0,Delivered,8173.69
SYSSHP0005320,SHP0005320,PO747234,SUP913423,WH479201,2026-06-17,2026-07-02,2026-07-02,FedEx,Road,TRK775444458,500,2,0,Delivered,13229.12
SYSSHP0005321,SHP0005321,PO870932,SUP123005,WH555884,2026-01-04,2026-01-23,2026-01-23,Blue Dart,Road,TRK108285313,715,5,0,Delivered,15757.54
SYSSHP0005322,SHP0005322,PO281050,SUP234628,WH412942,2025-12-26,2026-01-10,2026-01-10,Blue Dart,Road,TRK557699570,1029,5,0,Delivered,25617.2
SYSSHP0005323,SHP0005323,PO884794,SUP120422,WH526833,2026-04-26,2026-05-10,2026-05-11,Blue Dart,Road,TRK290944274,150,3,1,Delayed,3362.42
SYSSHP0005324,SHP0005324,PO271494,SUP575755,WH422451,2026-04-04,2026-04-22,2026-04-22,Ecom Express,Road,TRK317550220,1190,5,0,Delivered,31000.65
SYSSHP0005325,SHP0005325,PO218475,SUP384076,WH832052,2026-08-02,2026-08-15,2026-08-15,Delhivery,Road,TRK916302219,980,4,0,In Transit,24971.68
SYSSHP0005326,SHP0005326,PO436071,SUP624783,WH829716,2026-04-10,2026-04-22,2026-04-22,Shadowfax,Rail,TRK725735542,773,5,0,Delivered,13762.07
SYSSHP0005327,SHP0005327,PO501080,SUP529893,WH274389,2025-09-04,2025-09-24,2025-09-24,Blue Dart,Road,TRK574981617,467,3,0,Delivered,11632.23
SYSSHP0005328,SHP0005328,PO871689,SUP142213,WH654634,2026-03-16,2026-03-24,2026-03-24,Shadowfax,Road,TRK666949641,20,1,0,Delivered,462.72
SYSSHP0005329,SHP0005329,PO403978,SUP522179,WH479201,2026-03-17,2026-04-03,2026-04-03,FedEx,Road,TRK905173412,1330,9,0,Delivered,32773.33
SYSSHP0005330,SHP0005330,PO119421,SUP925981,WH832052,2025-11-12,2025-11-28,2025-11-28,Ecom Express,Road,TRK126360182,980,5,0,Delivered,22259.15
SYSSHP0005331,SHP0005331,PO728328,SUP103717,WH636265,2026-07-24,2026-08-27,2026-08-27,DHL,Rail,TRK862458552,555,4,0,In Transit,9001.61
SYSSHP0005332,SHP0005332,PO384124,SUP888295,WH654634,2026-06-14,2026-06-22,2026-06-22,Delhivery,Rail,TRK304398950,1333,5,0,Delivered,21511.6
SYSSHP0005333,SHP0005333,PO492367,SUP738720,WH910891,2025-08-31,2025-09-18,2025-09-18,Delhivery,Road,TRK106993484,1047,5,0,Delivered,24686.74
SYSSHP0005334,SHP0005334,PO466331,SUP340044,WH460663,2025-08-12,2025-08-14,2025-08-14,Shadowfax,Road,TRK156838737,1751,8,0,Delivered,38547.37
SYSSHP0005335,SHP0005335,PO926301,SUP575755,WH100425,2025-08-28,2025-09-15,2025-09-15,DHL,Road,TRK350490275,1190,4,0,Delivered,28862.48
SYSSHP0005336,SHP0005336,PO290483,SUP123005,WH636265,2025-10-19,2025-11-05,2025-11-05,FedEx,Road,TRK111514805,2250,7,0,Delivered,58820.11
SYSSHP0005337,SHP0005337,PO726768,SUP399105,WH910891,2026-07-18,2026-07-30,2026-07-30,Shadowfax,Road,TRK768295916,852,4,0,Delivered,19466.57
SYSSHP0005338,SHP0005338,PO574323,SUP644173,WH816751,2026-04-09,2026-04-21,2026-04-21,Shadowfax,Road,TRK980206843,1692,7,0,Delivered,42007.26
SYSSHP0005339,SHP0005339,PO933398,SUP573489,WH636265,2026-01-22,2026-01-27,2026-01-27,Blue Dart,Road,TRK587493113,2250,8,0,Delivered,53759.15
SYSSHP0005340,SHP0005340,PO118388,SUP807617,WH654634,2026-06-12,2026-06-30,2026-06-30,FedEx,Road,TRK894028551,2150,8,0,Delivered,49845.11
SYSSHP0005341,SHP0005341,PO187781,SUP519066,WH636265,2025-09-23,2025-10-20,2025-10-20,Shadowfax,Road,TRK174291528,25,1,0,Delivered,672.63
SYSSHP0005342,SHP0005342,PO486804,SUP338533,WH460663,2025-09-07,2025-09-24,2025-09-25,Ecom Express,Road,TRK925791291,1704,6,1,Delayed,42158.63
SYSSHP0005343,SHP0005343,PO399722,SUP233827,WH379766,2026-07-21,2026-08-02,2026-08-02,Delhivery,Road,TRK503504552,1330,6,0,Delivered,31172.02
SYSSHP0005344,SHP0005344,PO905940,SUP697530,WH662336,2026-06-29,2026-07-09,2026-07-09,Blue Dart,Rail,TRK514149837,1323,7,0,Delivered,21699.24
SYSSHP0005345,SHP0005345,PO431145,SUP965845,WH770487,2026-06-22,2026-07-08,2026-07-08,DHL,Road,TRK989095454,2420,8,0,Delivered,55045.83
SYSSHP0005346,SHP0005346,PO557065,SUP888295,WH526117,2026-06-13,2026-06-21,2026-06-21,FedEx,Road,TRK510381500,984,5,0,Delivered,25903.82
SYSSHP0005347,SHP0005347,PO777120,SUP874483,WH801474,2025-12-10,2025-12-14,2025-12-14,Blue Dart,Road,TRK603556843,313,3,0,Delivered,7727.95
SYSSHP0005348,SHP0005348,PO796338,SUP152578,WH824586,2025-09-18,2025-09-29,2025-09-29,Ecom Express,Road,TRK810428439,1627,7,0,Delivered,42454.74
SYSSHP0005349,SHP0005349,PO179689,SUP284171,WH373903,2025-08-18,2025-08-30,2025-08-30,Shadowfax,Rail,TRK979483023,1141,6,0,Delivered,21493.96
SYSSHP0005350,SHP0005350,PO777702,SUP796212,WH262316,2026-08-02,2026-08-09,2026-08-09,Blue Dart,Road,TRK894036203,150,4,0,In Transit,3388.16
SYSSHP0005351,SHP0005351,PO303981,SUP946721,WH686075,2026-01-28,2026-02-15,2026-02-15,Ecom Express,Road,TRK797237544,1541,9,0,Delivered,34425.96
SYSSHP0005352,SHP0005352,PO897214,SUP807617,WH373903,2025-08-23,2025-09-08,2025-09-09,Blue Dart,Road,TRK801884099,980,4,1,Delayed,23850.03
SYSSHP0005353,SHP0005353,PO993038,SUP346629,WH656116,2025-10-06,2025-10-18,2025-10-19,FedEx,Road,TRK841198297,20,1,1,Delayed,480.62
SYSSHP0005354,SHP0005354,PO958702,SUP500156,WH526833,2026-07-26,2026-08-08,2026-08-08,Shadowfax,Road,TRK816162628,715,5,0,In Transit,18197.88
SYSSHP0005355,SHP0005355,PO259215,SUP514850,WH174441,2026-03-13,2026-03-25,2026-03-25,Blue Dart,Road,TRK397995800,1245,9,0,Delivered,31567.13
SYSSHP0005356,SHP0005356,PO490188,SUP738720,WH820221,2026-01-18,2026-02-04,2026-02-04,Blue Dart,Road,TRK212937474,1250,7,0,Delivered,31019.8
