PurchaseOrderItemSysID,PurchaseOrderItemID,PurchaseOrderID,ProductID,QuantityOrdered,ReceivedQuantity,AcceptedQuantity,QuotedUnitCost,TotalItemCost,InspectionStatus,LineAmountBeforeTax,TaxRate,TaxAmount,LineAmountAfterTax
SYSPOI0037651,POI411351,PO310020,PROD158132,646,0,0,435.06,281048.76,Not Inspected,281048.76,5,14052.44,295101.2
SYSPOI0037652,POI301866,PO978484,PROD139581,29,28,27,76474.84,2217770.36,Passed with Observations,2217770.36,18,399198.66,2616969.02
SYSPOI0037653,POI926905,PO978484,PROD627262,29,29,28,65596.36,1902294.44,Passed with Observations,1902294.44,18,342413.0,2244707.44
SYSPOI0037654,POI856842,PO978484,PROD966529,36,36,36,63210.3,2275570.8,Passed,2275570.8,18,409602.74,2685173.54
SYSPOI0037655,POI649154,PO978484,PROD378535,23,22,22,100913.68,2321014.64,Passed,2321014.64,18,417782.64,2738797.28
SYSPOI0037656,POI552088,PO978484,PROD926394,30,27,27,138334.7,4150041.0,Passed,4150041.0,18,747007.38,4897048.38
SYSPOI0037657,POI150550,PO978484,PROD770532,29,29,28,110324.02,3199396.58,Passed with Observations,3199396.58,18,575891.38,3775287.96
SYSPOI0037658,POI663821,PO754067,PROD219946,23,22,22,28832.68,663151.64,Passed,663151.64,18,119367.3,782518.94
SYSPOI0037659,POI848965,PO754067,PROD800646,1197,1197,1171,597.91,715698.27,Passed with Observations,715698.27,5,35784.91,751483.18
SYSPOI0037660,POI219325,PO754067,PROD518098,182,182,179,447.89,81515.98,Passed with Observations,81515.98,12,9781.92,91297.9
SYSPOI0037661,POI127452,PO754067,PROD373903,766,766,750,1088.25,833599.5,Passed with Observations,833599.5,5,41679.97,875279.47
SYSPOI0037662,POI263731,PO754067,PROD399105,1453,1453,1434,1085.62,1577405.86,Passed with Observations,1577405.86,5,78870.29,1656276.15
SYSPOI0037663,POI700706,PO754067,PROD757711,15,15,15,16013.67,240205.05,Passed,240205.05,18,43236.91,283441.96
SYSPOI0037664,POI399843,PO754067,PROD426147,319,310,303,775.64,247429.16,Passed with Observations,247429.16,12,29691.5,277120.66
SYSPOI0037665,POI774580,PO754067,PROD999398,37,36,35,80500.17,2978506.29,Passed with Observations,2978506.29,18,536131.13,3514637.42
SYSPOI0037666,POI441426,PO398334,PROD302177,156,156,151,779.69,121631.64,Passed with Observations,121631.64,12,14595.8,136227.44
SYSPOI0037667,POI218697,PO398334,PROD776364,164,164,158,657.51,107831.64,Passed with Observations,107831.64,12,12939.8,120771.44
SYSPOI0037668,POI788415,PO398334,PROD518098,298,260,249,430.79,128375.42,Passed with Observations,128375.42,12,15405.05,143780.47
SYSPOI0037669,POI307010,PO398334,PROD713799,1480,1480,1418,199.65,295482.0,Passed with Observations,295482.0,5,14774.1,310256.1
SYSPOI0037670,POI582887,PO398334,PROD586819,385,379,369,649.71,250138.35,Passed with Observations,250138.35,12,30016.6,280154.95
SYSPOI0037671,POI654622,PO219556,PROD373432,38,38,37,56093.3,2131545.4,Passed with Observations,2131545.4,18,383678.17,2515223.57
SYSPOI0037672,POI370500,PO219556,PROD630041,30,30,30,56153.44,1684603.2,Passed,1684603.2,18,303228.58,1987831.78
SYSPOI0037673,POI710710,PO219556,PROD649577,443,443,438,1248.38,553032.34,Passed with Observations,553032.34,12,66363.88,619396.22
SYSPOI0037674,POI649424,PO219556,PROD993744,40,40,39,60111.83,2404473.2,Passed with Observations,2404473.2,18,432805.18,2837278.38
SYSPOI0037675,POI379073,PO219556,PROD139581,38,38,37,75417.73,2865873.74,Passed with Observations,2865873.74,18,515857.27,3381731.01
SYSPOI0037676,POI602970,PO186629,PROD806004,16,0,0,91177.65,1458842.4,Not Inspected,1458842.4,18,262591.63,1721434.03
SYSPOI0037677,POI944685,PO186629,PROD512022,732,0,0,190.6,139519.2,Not Inspected,139519.2,12,16742.3,156261.5
SYSPOI0037678,POI419072,PO186629,PROD531071,693,0,0,777.55,538842.15,Not Inspected,538842.15,5,26942.11,565784.26
SYSPOI0037679,POI599302,PO186629,PROD401198,27,0,0,47033.25,1269897.75,Not Inspected,1269897.75,18,228581.6,1498479.35
SYSPOI0037680,POI695177,PO186629,PROD421549,34,0,0,101194.5,3440613.0,Not Inspected,3440613.0,18,619310.34,4059923.34
SYSPOI0037681,POI363202,PO186629,PROD377304,895,0,0,164.76,147460.2,Not Inspected,147460.2,5,7373.01,154833.21
SYSPOI0037682,POI107554,PO881421,PROD112537,468,468,439,231.11,108159.48,Failed,108159.48,12,12979.14,121138.62
SYSPOI0037683,POI196097,PO881421,PROD476417,15,15,14,56649.27,849739.05,Failed,849739.05,18,152953.03,1002692.08
SYSPOI0037684,POI109772,PO881421,PROD374267,30,30,28,100069.76,3002092.8,Failed,3002092.8,18,540376.7,3542469.5
SYSPOI0037685,POI476577,PO881421,PROD708798,31,31,30,72274.19,2240499.89,Passed with Observations,2240499.89,18,403289.98,2643789.87
SYSPOI0037686,POI222243,PO881421,PROD670913,14,14,14,56332.56,788655.84,Passed,788655.84,18,141958.05,930613.89
SYSPOI0037687,POI341601,PO881421,PROD544730,330,330,314,463.32,152895.6,Passed with Observations,152895.6,12,18347.47,171243.07
SYSPOI0037688,POI300266,PO881421,PROD799565,100,100,98,171.53,17153.0,Passed with Observations,17153.0,12,2058.36,19211.36
SYSPOI0037689,POI932915,PO881421,PROD753425,290,276,260,267.81,77664.9,Failed,77664.9,12,9319.79,86984.69
SYSPOI0037690,POI809288,PO969064,PROD586819,367,0,0,660.64,242454.88,Not Inspected,242454.88,12,29094.59,271549.47
SYSPOI0037691,POI836249,PO969064,PROD940247,453,0,0,40.35,18278.55,Not Inspected,18278.55,12,2193.43,20471.98
SYSPOI0037692,POI995580,PO969064,PROD183667,419,0,0,1713.21,717834.99,Not Inspected,717834.99,12,86140.2,803975.19
SYSPOI0037693,POI944073,PO969064,PROD418594,23,0,0,21587.71,496517.33,Not Inspected,496517.33,18,89373.12,585890.45
SYSPOI0037694,POI701206,PO969064,PROD980651,457,0,0,311.09,142168.13,Not Inspected,142168.13,12,17060.18,159228.31
SYSPOI0037695,POI304639,PO969064,PROD172306,11,0,0,53340.84,586749.24,Not Inspected,586749.24,18,105614.86,692364.1
SYSPOI0037696,POI262538,PO969064,PROD548580,26,0,0,43793.92,1138641.92,Not Inspected,1138641.92,18,204955.55,1343597.47
SYSPOI0037697,POI354028,PO969064,PROD864711,17,0,0,75704.6,1286978.2,Not Inspected,1286978.2,18,231656.08,1518634.28
SYSPOI0037698,POI915956,PO132222,PROD451470,396,396,390,1344.29,532338.84,Passed with Observations,532338.84,12,63880.66,596219.5
SYSPOI0037699,POI860324,PO132222,PROD898329,486,468,461,2310.96,1123126.56,Passed with Observations,1123126.56,12,134775.19,1257901.75
SYSPOI0037700,POI986926,PO132222,PROD786224,817,780,774,1130.33,923479.61,Passed with Observations,923479.61,5,46173.98,969653.59
SYSPOI0037701,POI801370,PO132222,PROD295892,661,661,637,732.49,484175.89,Passed with Observations,484175.89,5,24208.79,508384.68
SYSPOI0037702,POI926338,PO132222,PROD152995,800,800,788,308.22,246576.0,Passed with Observations,246576.0,5,12328.8,258904.8
SYSPOI0037703,POI432117,PO132222,PROD934638,325,325,313,227.2,73840.0,Passed with Observations,73840.0,12,8860.8,82700.8
SYSPOI0037704,POI574582,PO132222,PROD405420,334,334,327,1477.74,493565.16,Passed with Observations,493565.16,12,59227.82,552792.98
SYSPOI0037705,POI664350,PO699597,PROD586819,438,424,413,649.71,284572.98,Passed with Observations,284572.98,12,34148.76,318721.74
SYSPOI0037706,POI473112,PO699597,PROD295892,949,949,901,697.29,661728.21,Failed,661728.21,5,33086.41,694814.62
SYSPOI0037707,POI229651,PO699597,PROD874814,1182,1167,1138,663.48,784233.36,Passed with Observations,784233.36,5,39211.67,823445.03
SYSPOI0037708,POI840636,PO699597,PROD713799,533,533,515,199.65,106413.45,Passed with Observations,106413.45,5,5320.67,111734.12
SYSPOI0037709,POI454062,PO452598,PROD687044,932,932,930,116.65,108717.8,Passed with Observations,108717.8,12,13046.14,121763.94
SYSPOI0037710,POI112765,PO452598,PROD824586,172,170,169,469.05,80676.6,Passed with Observations,80676.6,12,9681.19,90357.79
SYSPOI0037711,POI154914,PO452598,PROD707314,1347,1347,1336,168.34,226753.98,Passed with Observations,226753.98,12,27210.48,253964.46
SYSPOI0037712,POI437362,PO452598,PROD742686,957,949,939,102.63,98216.91,Passed with Observations,98216.91,12,11786.03,110002.94
SYSPOI0037713,POI764903,PO452598,PROD644932,357,357,354,1455.84,519734.88,Passed with Observations,519734.88,12,62368.19,582103.07
SYSPOI0037714,POI642787,PO313183,PROD442622,12,11,11,138269.1,1659229.2,Passed,1659229.2,18,298661.26,1957890.46
SYSPOI0037715,POI937251,PO313183,PROD805200,15,14,14,33348.51,500227.65,Passed,500227.65,18,90040.98,590268.63
SYSPOI0037716,POI420978,PO313183,PROD669460,28,24,22,120209.07,3365853.96,Failed,3365853.96,18,605853.71,3971707.67
SYSPOI0037717,POI896674,PO313183,PROD373903,992,992,962,1101.39,1092578.88,Passed with Observations,1092578.88,5,54628.94,1147207.82
SYSPOI0037718,POI173210,PO313183,PROD138436,23,22,20,39862.47,916836.81,Failed,916836.81,18,165030.63,1081867.44
SYSPOI0037719,POI669438,PO313183,PROD730193,529,518,502,502.23,265679.67,Passed with Observations,265679.67,5,13283.98,278963.65
SYSPOI0037720,POI654791,PO313183,PROD468900,352,352,327,280.28,98658.56,Failed,98658.56,12,11839.03,110497.59
SYSPOI0037721,POI854996,PO313183,PROD373432,29,29,27,53973.1,1565219.9,Failed,1565219.9,18,281739.58,1846959.48
SYSPOI0037722,POI766873,PO317072,PROD720407,783,783,741,400.54,313622.82,Failed,313622.82,5,15681.14,329303.96
SYSPOI0037723,POI815463,PO317072,PROD655178,155,135,124,733.81,113740.55,Failed,113740.55,12,13648.87,127389.42
SYSPOI0037724,POI838156,PO317072,PROD478120,1321,1321,1257,762.56,1007341.76,Passed with Observations,1007341.76,5,50367.09,1057708.85
SYSPOI0037725,POI194833,PO317072,PROD393992,368,368,348,111.97,41204.96,Failed,41204.96,12,4944.6,46149.56
SYSPOI0037726,POI658009,PO317072,PROD199807,25,25,23,41920.74,1048018.5,Failed,1048018.5,18,188643.33,1236661.83
SYSPOI0037727,POI113121,PO213033,PROD966529,31,31,30,61588.57,1909245.67,Passed with Observations,1909245.67,18,343664.22,2252909.89
SYSPOI0037728,POI721411,PO213033,PROD565776,429,429,406,657.22,281947.38,Failed,281947.38,12,33833.69,315781.07
SYSPOI0037729,POI686808,PO213033,PROD989545,320,316,305,490.07,156822.4,Passed with Observations,156822.4,12,18818.69,175641.09
SYSPOI0037730,POI892204,PO213033,PROD881549,363,363,332,861.78,312826.14,Failed,312826.14,12,37539.14,350365.28
SYSPOI0037731,POI689656,PO213033,PROD731977,175,175,165,739.98,129496.5,Failed,129496.5,12,15539.58,145036.08
SYSPOI0037732,POI834068,PO213033,PROD302177,341,335,314,829.76,282948.16,Failed,282948.16,12,33953.78,316901.94
SYSPOI0037733,POI566818,PO957947,PROD885342,112,112,110,583.64,65367.68,Passed with Observations,65367.68,12,7844.12,73211.8
SYSPOI0037734,POI590004,PO957947,PROD899281,508,508,495,618.91,314406.28,Passed with Observations,314406.28,5,15720.31,330126.59
SYSPOI0037735,POI147989,PO957947,PROD329659,1324,1324,1301,176.75,234017.0,Passed with Observations,234017.0,5,11700.85,245717.85
SYSPOI0037736,POI113382,PO629905,PROD476018,15,0,0,23956.69,359350.35,Not Inspected,359350.35,18,64683.06,424033.41
SYSPOI0037737,POI230261,PO629905,PROD446968,30,0,0,68211.28,2046338.4,Not Inspected,2046338.4,18,368340.91,2414679.31
SYSPOI0037738,POI745726,PO629905,PROD764000,1191,0,0,892.15,1062550.65,Not Inspected,1062550.65,5,53127.53,1115678.18
SYSPOI0037739,POI103188,PO506153,PROD944962,152,147,146,247.22,37577.44,Passed with Observations,37577.44,12,4509.29,42086.73
SYSPOI0037740,POI326588,PO506153,PROD722780,499,499,483,445.19,222149.81,Passed with Observations,222149.81,12,26657.98,248807.79
SYSPOI0037741,POI155568,PO506153,PROD702891,120,120,116,2005.57,240668.4,Passed with Observations,240668.4,12,28880.21,269548.61
SYSPOI0037742,POI505294,PO263332,PROD682144,682,653,640,137.83,94000.06,Passed with Observations,94000.06,12,11280.01,105280.07
SYSPOI0037743,POI455301,PO263332,PROD962287,1490,1490,1442,68.2,101618.0,Passed with Observations,101618.0,12,12194.16,113812.16
SYSPOI0037744,POI121785,PO263332,PROD822858,570,560,550,104.0,59280.0,Passed with Observations,59280.0,12,7113.6,66393.6
SYSPOI0037745,POI856008,PO618893,PROD239613,26,25,25,73238.24,1904194.24,Passed,1904194.24,18,342754.96,2246949.2
SYSPOI0037746,POI612550,PO618893,PROD669460,12,12,12,126195.56,1514346.72,Passed,1514346.72,18,272582.41,1786929.13
SYSPOI0037747,POI631535,PO618893,PROD401198,27,27,26,46348.91,1251420.57,Passed with Observations,1251420.57,18,225255.7,1476676.27
SYSPOI0037748,POI201108,PO618893,PROD952227,35,34,33,55297.53,1935413.55,Passed with Observations,1935413.55,18,348374.44,2283787.99
SYSPOI0037749,POI202982,PO618893,PROD345386,424,424,412,97.62,41390.88,Passed with Observations,41390.88,12,4966.91,46357.79
SYSPOI0037750,POI788036,PO482590,PROD446968,33,32,31,67482.2,2226912.6,Passed with Observations,2226912.6,18,400844.27,2627756.87
SYSPOI0037751,POI279076,PO482590,PROD913308,36,36,34,86398.91,3110360.76,Failed,3110360.76,18,559864.94,3670225.7
SYSPOI0037752,POI946794,PO482590,PROD899281,1471,1263,1198,585.58,861388.18,Failed,861388.18,5,43069.41,904457.59
SYSPOI0037753,POI640976,PO482590,PROD343807,849,849,824,137.25,116525.25,Passed with Observations,116525.25,5,5826.26,122351.51
SYSPOI0037754,POI160857,PO482590,PROD681343,797,797,738,165.8,132142.6,Failed,132142.6,12,15857.11,147999.71
SYSPOI0037755,POI581222,PO482590,PROD934794,16,15,15,31260.32,500165.12,Passed,500165.12,18,90029.72,590194.84
SYSPOI0037756,POI835767,PO482590,PROD612573,31,31,30,62917.63,1950446.53,Passed with Observations,1950446.53,18,351080.38,2301526.91
SYSPOI0037757,POI593933,PO482590,PROD664607,225,225,215,75.9,17077.5,Passed with Observations,17077.5,12,2049.3,19126.8
SYSPOI0037758,POI486822,PO664895,PROD687044,349,349,348,116.65,40710.85,Passed with Observations,40710.85,12,4885.3,45596.15
SYSPOI0037759,POI589634,PO664895,PROD324130,1433,1433,1430,109.19,156469.27,Passed with Observations,156469.27,12,18776.31,175245.58
SYSPOI0037760,POI818404,PO664895,PROD139581,36,36,36,78259.87,2817355.32,Passed,2817355.32,18,507123.96,3324479.28
SYSPOI0037761,POI587592,PO274531,PROD926394,15,0,0,138620.94,2079314.1,Not Inspected,2079314.1,18,374276.54,2453590.64
SYSPOI0037762,POI864623,PO274531,PROD546815,20,0,0,80674.18,1613483.6,Not Inspected,1613483.6,18,290427.05,1903910.65
SYSPOI0037763,POI375954,PO274531,PROD726822,14,0,0,17397.53,243565.42,Not Inspected,243565.42,18,43841.78,287407.2
SYSPOI0037764,POI408993,PO274531,PROD645007,432,0,0,1068.79,461717.28,Not Inspected,461717.28,5,23085.86,484803.14
SYSPOI0037765,POI664108,PO274531,PROD350484,394,0,0,1022.17,402734.98,Not Inspected,402734.98,12,48328.2,451063.18
SYSPOI0037766,POI221798,PO274531,PROD242239,326,0,0,931.07,303528.82,Not Inspected,303528.82,12,36423.46,339952.28
SYSPOI0037767,POI274175,PO274531,PROD778700,18,0,0,97066.33,1747193.94,Not Inspected,1747193.94,18,314494.91,2061688.85
SYSPOI0037768,POI448525,PO234779,PROD851413,107,0,0,1563.55,167299.85,Not Inspected,167299.85,12,20075.98,187375.83
SYSPOI0037769,POI258981,PO234779,PROD486649,720,0,0,380.62,274046.4,Not Inspected,274046.4,5,13702.32,287748.72
SYSPOI0037770,POI710002,PO234779,PROD943700,270,0,0,1918.13,517895.1,Not Inspected,517895.1,12,62147.41,580042.51
SYSPOI0037771,POI200519,PO136052,PROD664607,495,0,0,75.9,37570.5,Not Inspected,37570.5,12,4508.46,42078.96
SYSPOI0037772,POI641830,PO136052,PROD802729,40,0,0,22434.6,897384.0,Not Inspected,897384.0,18,161529.12,1058913.12
SYSPOI0037773,POI943573,PO136052,PROD289934,293,0,0,1921.93,563125.49,Not Inspected,563125.49,12,67575.06,630700.55
SYSPOI0037774,POI406084,PO136052,PROD835962,201,0,0,179.53,36085.53,Not Inspected,36085.53,12,4330.26,40415.79
SYSPOI0037775,POI542754,PO789783,PROD514913,1173,1173,1129,194.63,228300.99,Passed with Observations,228300.99,5,11415.05,239716.04
SYSPOI0037776,POI493866,PO789783,PROD494956,731,731,669,680.98,497796.38,Failed,497796.38,5,24889.82,522686.2
SYSPOI0037777,POI344875,PO789783,PROD482584,272,272,260,729.68,198472.96,Passed with Observations,198472.96,12,23816.76,222289.72
SYSPOI0037778,POI646044,PO789783,PROD752011,204,201,183,363.03,74058.12,Failed,74058.12,12,8886.97,82945.09
SYSPOI0037779,POI751294,PO789783,PROD140932,445,445,434,149.71,66620.95,Passed with Observations,66620.95,12,7994.51,74615.46
SYSPOI0037780,POI695698,PO789783,PROD478666,800,798,727,390.75,312600.0,Failed,312600.0,5,15630.0,328230.0
SYSPOI0037781,POI534463,PO789783,PROD211579,1427,1427,1378,878.66,1253847.82,Passed with Observations,1253847.82,5,62692.39,1316540.21
SYSPOI0037782,POI191246,PO789783,PROD208310,468,468,453,676.44,316573.92,Passed with Observations,316573.92,5,15828.7,332402.62
SYSPOI0037783,POI102113,PO190555,PROD818699,15,14,14,61446.54,921698.1,Passed,921698.1,18,165905.66,1087603.76
SYSPOI0037784,POI615106,PO190555,PROD446479,431,431,419,137.45,59240.95,Passed with Observations,59240.95,12,7108.91,66349.86
SYSPOI0037785,POI326603,PO190555,PROD731977,89,89,88,751.99,66927.11,Passed with Observations,66927.11,12,8031.25,74958.36
SYSPOI0037786,POI943100,PO190555,PROD308296,495,453,449,180.63,89411.85,Passed with Observations,89411.85,12,10729.42,100141.27
SYSPOI0037787,POI496480,PO190555,PROD723266,1171,1171,1159,411.07,481362.97,Passed with Observations,481362.97,12,57763.56,539126.53
SYSPOI0037788,POI816454,PO190555,PROD599127,350,350,347,442.15,154752.5,Passed with Observations,154752.5,12,18570.3,173322.8
SYSPOI0037789,POI487426,PO190555,PROD922458,495,461,448,212.58,105227.1,Passed with Observations,105227.1,12,12627.25,117854.35
SYSPOI0037790,POI179315,PO190555,PROD780027,24,24,23,81320.41,1951689.84,Passed with Observations,1951689.84,18,351304.17,2302994.01
SYSPOI0037791,POI463295,PO435155,PROD927630,471,0,0,325.96,153527.16,Not Inspected,153527.16,5,7676.36,161203.52
SYSPOI0037792,POI642929,PO435155,PROD158896,661,0,0,111.26,73542.86,Not Inspected,73542.86,12,8825.14,82368.0
SYSPOI0037793,POI700984,PO435155,PROD716493,441,0,0,554.06,244340.46,Not Inspected,244340.46,5,12217.02,256557.48
SYSPOI0037794,POI960918,PO435155,PROD471371,492,0,0,1443.69,710295.48,Not Inspected,710295.48,12,85235.46,795530.94
SYSPOI0037795,POI590648,PO435155,PROD333746,344,0,0,1026.73,353195.12,Not Inspected,353195.12,12,42383.41,395578.53
SYSPOI0037796,POI780733,PO902884,PROD682144,894,0,0,148.64,132884.16,Not Inspected,132884.16,12,15946.1,148830.26
SYSPOI0037797,POI461876,PO902884,PROD901467,15,0,0,144107.73,2161615.95,Not Inspected,2161615.95,18,389090.87,2550706.82
SYSPOI0037798,POI922319,PO902884,PROD117031,22,0,0,92174.11,2027830.42,Not Inspected,2027830.42,18,365009.48,2392839.9
SYSPOI0037799,POI831076,PO902884,PROD393328,1189,0,0,427.51,508309.39,Not Inspected,508309.39,12,60997.13,569306.52
SYSPOI0037800,POI368451,PO902884,PROD834233,464,0,0,448.8,208243.2,Not Inspected,208243.2,12,24989.18,233232.38
SYSPOI0037801,POI759157,PO250198,PROD855408,1266,1266,1252,300.78,380787.48,Passed with Observations,380787.48,5,19039.37,399826.85
SYSPOI0037802,POI802821,PO250198,PROD571435,305,305,299,225.12,68661.6,Passed with Observations,68661.6,5,3433.08,72094.68
SYSPOI0037803,POI922817,PO250198,PROD392670,1184,1184,1168,210.5,249232.0,Passed with Observations,249232.0,5,12461.6,261693.6
SYSPOI0037804,POI832423,PO312775,PROD986278,31,31,31,86084.12,2668607.72,Passed,2668607.72,18,480349.39,3148957.11
SYSPOI0037805,POI309827,PO312775,PROD926394,23,23,23,141472.67,3253871.41,Passed,3253871.41,18,585696.85,3839568.26
SYSPOI0037806,POI895166,PO312775,PROD763984,34,34,34,134257.8,4564765.2,Passed,4564765.2,18,821657.74,5386422.94
SYSPOI0037807,POI661390,PO312775,PROD393328,702,697,694,427.51,300112.02,Passed with Observations,300112.02,12,36013.44,336125.46
SYSPOI0037808,POI296016,PO312775,PROD255851,347,347,346,160.04,55533.88,Passed with Observations,55533.88,12,6664.07,62197.95
SYSPOI0037809,POI278426,PO307772,PROD526949,432,0,0,364.15,157312.8,Not Inspected,157312.8,5,7865.64,165178.44
SYSPOI0037810,POI117771,PO307772,PROD381607,727,0,0,376.23,273519.21,Not Inspected,273519.21,5,13675.96,287195.17
SYSPOI0037811,POI525725,PO307772,PROD896204,363,0,0,571.95,207617.85,Not Inspected,207617.85,5,10380.89,217998.74
SYSPOI0037812,POI928206,PO307772,PROD407757,738,0,0,372.85,275163.3,Not Inspected,275163.3,12,33019.6,308182.9
SYSPOI0037813,POI688098,PO307772,PROD600935,36,0,0,133101.56,4791656.16,Not Inspected,4791656.16,18,862498.11,5654154.27
SYSPOI0037814,POI978299,PO307772,PROD533321,15,0,0,105662.17,1584932.55,Not Inspected,1584932.55,18,285287.86,1870220.41
SYSPOI0037815,POI133633,PO541249,PROD664607,327,327,312,75.9,24819.3,Passed with Observations,24819.3,12,2978.32,27797.62
SYSPOI0037816,POI616061,PO541249,PROD324729,249,249,233,795.15,197992.35,Failed,197992.35,12,23759.08,221751.43
SYSPOI0037817,POI279065,PO541249,PROD446968,32,31,30,67482.2,2159430.4,Passed with Observations,2159430.4,18,388697.47,2548127.87
SYSPOI0037818,POI904811,PO541249,PROD289934,413,413,401,1921.93,793757.09,Passed with Observations,793757.09,12,95250.85,889007.94
SYSPOI0037819,POI858772,PO541249,PROD343807,601,601,580,137.25,82487.25,Passed with Observations,82487.25,5,4124.36,86611.61
SYSPOI0037820,POI567002,PO541249,PROD518098,359,359,337,418.23,150144.57,Failed,150144.57,12,18017.35,168161.92
SYSPOI0037821,POI899187,PO541249,PROD800646,750,750,723,563.92,422940.0,Passed with Observations,422940.0,5,21147.0,444087.0
SYSPOI0037822,POI882726,PO541249,PROD550797,724,716,656,552.55,400046.2,Failed,400046.2,5,20002.31,420048.51
SYSPOI0037823,POI520504,PO847391,PROD302897,436,0,0,235.47,102664.92,Not Inspected,102664.92,5,5133.25,107798.17
SYSPOI0037824,POI336649,PO847391,PROD943700,139,0,0,1918.13,266620.07,Not Inspected,266620.07,12,31994.41,298614.48
SYSPOI0037825,POI337716,PO847391,PROD375097,239,0,0,350.92,83869.88,Not Inspected,83869.88,12,10064.39,93934.27
SYSPOI0037826,POI698701,PO847391,PROD381607,527,0,0,378.76,199606.52,Not Inspected,199606.52,5,9980.33,209586.85
SYSPOI0037827,POI159334,PO951258,PROD889216,171,171,169,959.39,164055.69,Passed with Observations,164055.69,12,19686.68,183742.37
SYSPOI0037828,POI671622,PO951258,PROD289934,414,414,412,2224.69,921021.66,Passed with Observations,921021.66,12,110522.6,1031544.26
SYSPOI0037829,POI779169,PO951258,PROD740725,457,440,438,2162.24,988143.68,Passed with Observations,988143.68,12,118577.24,1106720.92
SYSPOI0037830,POI639447,PO951258,PROD119524,26,25,25,57376.61,1491791.86,Passed,1491791.86,18,268522.53,1760314.39
SYSPOI0037831,POI281252,PO951258,PROD759176,1226,1226,1222,67.87,83208.62,Passed with Observations,83208.62,12,9985.03,93193.65
SYSPOI0037832,POI609476,PO139548,PROD202365,484,462,461,554.07,268169.88,Passed with Observations,268169.88,12,32180.39,300350.27
SYSPOI0037833,POI723871,PO139548,PROD393992,392,392,387,128.04,50191.68,Passed with Observations,50191.68,12,6023.0,56214.68
SYSPOI0037834,POI609650,PO139548,PROD525556,481,481,478,2533.9,1218805.9,Passed with Observations,1218805.9,12,146256.71,1365062.61
SYSPOI0037835,POI876571,PO139548,PROD648410,423,423,420,229.4,97036.2,Passed with Observations,97036.2,12,11644.34,108680.54
SYSPOI0037836,POI472830,PO139548,PROD655178,99,99,99,795.86,78790.14,Passed,78790.14,12,9454.82,88244.96
SYSPOI0037837,POI999939,PO139548,PROD898329,407,407,404,2446.71,995810.97,Passed with Observations,995810.97,12,119497.32,1115308.29
SYSPOI0037838,POI200915,PO139548,PROD776364,247,247,244,700.77,173090.19,Passed with Observations,173090.19,12,20770.82,193861.01
SYSPOI0037839,POI124073,PO346201,PROD851413,470,470,449,1618.24,760572.8,Passed with Observations,760572.8,12,91268.74,851841.54
SYSPOI0037840,POI530807,PO346201,PROD531071,843,843,768,755.21,636642.03,Failed,636642.03,5,31832.1,668474.13
SYSPOI0037841,POI696628,PO346201,PROD670968,561,561,544,882.92,495318.12,Passed with Observations,495318.12,5,24765.91,520084.03
SYSPOI0037842,POI574937,PO346201,PROD255061,31,31,29,24397.69,756328.39,Failed,756328.39,18,136139.11,892467.5
SYSPOI0037843,POI697208,PO346201,PROD446968,37,37,36,68211.28,2523817.36,Passed with Observations,2523817.36,18,454287.12,2978104.48
SYSPOI0037844,POI691932,PO346201,PROD473023,359,359,344,59.39,21321.01,Passed with Observations,21321.01,12,2558.52,23879.53
SYSPOI0037845,POI308737,PO103724,PROD898329,221,221,220,2446.71,540722.91,Passed with Observations,540722.91,12,64886.75,605609.66
SYSPOI0037846,POI600808,PO103724,PROD202365,298,298,297,554.07,165112.86,Passed with Observations,165112.86,12,19813.54,184926.4
SYSPOI0037847,POI897846,PO103724,PROD525556,291,291,288,2533.9,737364.9,Passed with Observations,737364.9,12,88483.79,825848.69
SYSPOI0037848,POI602590,PO103724,PROD776364,122,122,121,700.77,85493.94,Passed with Observations,85493.94,12,10259.27,95753.21
SYSPOI0037849,POI720288,PO103724,PROD648410,387,387,384,229.4,88777.8,Passed with Observations,88777.8,12,10653.34,99431.14
SYSPOI0037850,POI563870,PO103724,PROD655178,418,418,416,795.86,332669.48,Passed with Observations,332669.48,12,39920.34,372589.82
SYSPOI0037851,POI447383,PO147033,PROD242239,331,328,321,855.81,283273.11,Passed with Observations,283273.11,12,33992.77,317265.88
SYSPOI0037852,POI128741,PO147033,PROD812591,813,813,786,366.76,298175.88,Passed with Observations,298175.88,5,14908.79,313084.67
SYSPOI0037853,POI721955,PO147033,PROD546688,618,618,584,301.08,186067.44,Failed,186067.44,5,9303.37,195370.81
SYSPOI0037854,POI309330,PO147033,PROD226611,635,635,611,341.65,216947.75,Passed with Observations,216947.75,5,10847.39,227795.14
SYSPOI0037855,POI870300,PO147033,PROD581532,1076,1076,1037,864.36,930051.36,Passed with Observations,930051.36,5,46502.57,976553.93
SYSPOI0037856,POI453214,PO147033,PROD408467,32,32,30,124323.98,3978367.36,Failed,3978367.36,18,716106.12,4694473.48
SYSPOI0037857,POI120932,PO452240,PROD507746,384,384,356,143.35,55046.4,Failed,55046.4,12,6605.57,61651.97
SYSPOI0037858,POI537597,PO452240,PROD477880,222,222,213,98.69,21909.18,Passed with Observations,21909.18,12,2629.1,24538.28
SYSPOI0037859,POI977979,PO452240,PROD591465,14,13,12,76950.42,1077305.88,Failed,1077305.88,18,193915.06,1271220.94
