WeatherSysID,WeatherID,City,State,Date,TemperatureC,HumidityPercent,RainfallMM,WindSpeedKmph,WeatherCondition,WeatherSeverity
SYSWEA0007947,WTH795299,Chennai,Tamil Nadu,2024-09-03,25,81,78,39,Storm,Severe
SYSWEA0007948,WTH945923,Ahmedabad,Gujarat,2024-09-03,32,85,30,55,Storm,Severe
SYSWEA0007949,WTH618384,Noida,Uttar Pradesh,2024-09-03,32,35,55,35,Heavy Rain,High
SYSWEA0007950,WTH612295,Pune,Maharashtra,2024-09-03,25,88,78,10,Rain,Moderate
SYSWEA0007951,WTH333336,Ghaziabad,Uttar Pradesh,2024-09-03,34,48,84,9,Rain,Moderate
SYSWEA0007952,WTH174912,Lucknow,Uttar Pradesh,2024-09-03,28,73,64,60,Storm,Severe
SYSWEA0007953,WTH206931,Kanpur,Uttar Pradesh,2024-09-03,29,48,20,8,Rain,Moderate
SYSWEA0007954,WTH212097,Nagpur,Maharashtra,2024-09-03,27,77,36,21,Heavy Rain,High
SYSWEA0007955,WTH286772,Mangalore,Karnataka,2024-09-03,30,70,130,6,Rain,Moderate
SYSWEA0007956,WTH846026,Coimbatore,Tamil Nadu,2024-09-03,28,71,107,14,Rain,Moderate
SYSWEA0007957,WTH290169,New Delhi,Delhi,2024-09-04,28,81,31,9,Rain,Moderate
SYSWEA0007958,WTH649162,Mumbai,Maharashtra,2024-09-04,27,79,28,27,Heavy Rain,High
SYSWEA0007959,WTH901247,Bengaluru,Karnataka,2024-09-04,28,70,20,59,Storm,Severe
SYSWEA0007960,WTH360625,Chennai,Tamil Nadu,2024-09-04,28,79,126,8,Cloudy,Normal
SYSWEA0007961,WTH560960,Ahmedabad,Gujarat,2024-09-04,27,65,61,52,Storm,Severe
SYSWEA0007962,WTH336130,Noida,Uttar Pradesh,2024-09-04,30,68,71,23,Heavy Rain,High
SYSWEA0007963,WTH781052,Pune,Maharashtra,2024-09-04,28,57,104,17,Rain,Moderate
SYSWEA0007964,WTH568056,Ghaziabad,Uttar Pradesh,2024-09-04,35,38,10,26,Heavy Rain,High
SYSWEA0007965,WTH570956,Lucknow,Uttar Pradesh,2024-09-04,32,44,23,22,Heavy Rain,High
SYSWEA0007966,WTH666558,Kanpur,Uttar Pradesh,2024-09-04,31,74,44,12,Cloudy,Normal
SYSWEA0007967,WTH876396,Nagpur,Maharashtra,2024-09-04,29,35,59,34,Heavy Rain,High
SYSWEA0007968,WTH931490,Mangalore,Karnataka,2024-09-04,26,95,197,12,Rain,Moderate
SYSWEA0007969,WTH514909,Coimbatore,Tamil Nadu,2024-09-04,29,68,22,28,Heavy Rain,High
SYSWEA0007970,WTH560976,New Delhi,Delhi,2024-09-05,31,45,56,5,Rain,Moderate
SYSWEA0007971,WTH473373,Mumbai,Maharashtra,2024-09-05,25,96,22,12,Rain,Moderate
SYSWEA0007972,WTH376615,Bengaluru,Karnataka,2024-09-05,29,70,91,11,Rain,Moderate
SYSWEA0007973,WTH800186,Chennai,Tamil Nadu,2024-09-05,26,95,37,5,Cloudy,Normal
SYSWEA0007974,WTH642611,Ahmedabad,Gujarat,2024-09-05,29,70,65,27,Heavy Rain,High
SYSWEA0007975,WTH616061,Noida,Uttar Pradesh,2024-09-05,27,55,27,13,Cloudy,Normal
SYSWEA0007976,WTH609951,Pune,Maharashtra,2024-09-05,30,80,40,51,Storm,Severe
SYSWEA0007977,WTH546870,Ghaziabad,Uttar Pradesh,2024-09-05,32,82,38,31,Heavy Rain,High
SYSWEA0007978,WTH326874,Lucknow,Uttar Pradesh,2024-09-05,31,89,22,12,Rain,Moderate
SYSWEA0007979,WTH530928,Kanpur,Uttar Pradesh,2024-09-05,27,87,67,17,Cloudy,Normal
SYSWEA0007980,WTH323519,Nagpur,Maharashtra,2024-09-05,33,61,15,32,Heavy Rain,High
SYSWEA0007981,WTH853541,Mangalore,Karnataka,2024-09-05,26,94,52,7,Rain,Moderate
SYSWEA0007982,WTH448535,Coimbatore,Tamil Nadu,2024-09-05,23,82,29,53,Storm,Severe
SYSWEA0007983,WTH315546,New Delhi,Delhi,2024-09-06,30,56,13,35,Heavy Rain,High
SYSWEA0007984,WTH611354,Mumbai,Maharashtra,2024-09-06,28,72,84,27,Heavy Rain,High
SYSWEA0007985,WTH609236,Bengaluru,Karnataka,2024-09-06,22,81,82,11,Rain,Moderate
SYSWEA0007986,WTH153314,Chennai,Tamil Nadu,2024-09-06,25,73,94,9,Rain,Moderate
SYSWEA0007987,WTH599979,Ahmedabad,Gujarat,2024-09-06,31,35,45,21,Heavy Rain,High
SYSWEA0007988,WTH570565,Noida,Uttar Pradesh,2024-09-06,28,44,60,13,Rain,Moderate
SYSWEA0007989,WTH601409,Pune,Maharashtra,2024-09-06,26,94,33,13,Rain,Moderate
SYSWEA0007990,WTH163564,Ghaziabad,Uttar Pradesh,2024-09-06,29,50,56,15,Cloudy,Normal
SYSWEA0007991,WTH451575,Lucknow,Uttar Pradesh,2024-09-06,33,89,52,5,Cloudy,Normal
SYSWEA0007992,WTH754596,Kanpur,Uttar Pradesh,2024-09-06,30,85,59,19,Cloudy,Normal
SYSWEA0007993,WTH266625,Nagpur,Maharashtra,2024-09-06,27,75,23,19,Rain,Moderate
SYSWEA0007994,WTH988255,Mangalore,Karnataka,2024-09-06,23,99,222,5,Rain,Moderate
SYSWEA0007995,WTH695979,Coimbatore,Tamil Nadu,2024-09-06,27,69,66,8,Rain,Moderate
SYSWEA0007996,WTH391167,New Delhi,Delhi,2024-09-07,33,73,79,13,Cloudy,Normal
SYSWEA0007997,WTH880263,Mumbai,Maharashtra,2024-09-07,31,85,102,49,Storm,Severe
SYSWEA0007998,WTH135249,Bengaluru,Karnataka,2024-09-07,22,84,80,10,Rain,Moderate
SYSWEA0007999,WTH479126,Chennai,Tamil Nadu,2024-09-07,29,80,25,55,Storm,Severe
SYSWEA0008000,WTH110087,Ahmedabad,Gujarat,2024-09-07,32,40,40,13,Rain,Moderate
SYSWEA0008001,WTH777368,Noida,Uttar Pradesh,2024-09-07,29,71,16,17,Rain,Moderate
SYSWEA0008002,WTH137156,Pune,Maharashtra,2024-09-07,27,81,111,12,Cloudy,Normal
SYSWEA0008003,WTH417950,Ghaziabad,Uttar Pradesh,2024-09-07,28,36,38,7,Cloudy,Normal
SYSWEA0008004,WTH760685,Lucknow,Uttar Pradesh,2024-09-07,32,42,90,32,Heavy Rain,High
SYSWEA0008005,WTH921483,Kanpur,Uttar Pradesh,2024-09-07,27,70,83,13,Rain,Moderate
SYSWEA0008006,WTH105827,Nagpur,Maharashtra,2024-09-07,30,85,58,13,Rain,Moderate
SYSWEA0008007,WTH123591,Mangalore,Karnataka,2024-09-07,23,71,37,6,Cloudy,Normal
SYSWEA0008008,WTH753546,Coimbatore,Tamil Nadu,2024-09-07,28,73,54,13,Cloudy,Normal
SYSWEA0008009,WTH867344,New Delhi,Delhi,2024-09-08,33,64,77,14,Cloudy,Normal
SYSWEA0008010,WTH395755,Mumbai,Maharashtra,2024-09-08,30,93,62,5,Rain,Moderate
SYSWEA0008011,WTH431618,Bengaluru,Karnataka,2024-09-08,23,85,55,9,Rain,Moderate
SYSWEA0008012,WTH656106,Chennai,Tamil Nadu,2024-09-08,31,88,25,11,Rain,Moderate
SYSWEA0008013,WTH193508,Ahmedabad,Gujarat,2024-09-08,34,37,69,7,Rain,Moderate
SYSWEA0008014,WTH931122,Noida,Uttar Pradesh,2024-09-08,28,67,31,23,Heavy Rain,High
SYSWEA0008015,WTH162786,Pune,Maharashtra,2024-09-08,27,74,41,31,Heavy Rain,High
SYSWEA0008016,WTH423250,Ghaziabad,Uttar Pradesh,2024-09-08,28,70,57,20,Heavy Rain,High
SYSWEA0008017,WTH978896,Lucknow,Uttar Pradesh,2024-09-08,28,55,53,49,Storm,Severe
SYSWEA0008018,WTH816977,Kanpur,Uttar Pradesh,2024-09-08,34,44,42,18,Rain,Moderate
SYSWEA0008019,WTH297856,Nagpur,Maharashtra,2024-09-08,33,52,63,17,Cloudy,Normal
SYSWEA0008020,WTH914631,Mangalore,Karnataka,2024-09-08,24,96,225,12,Rain,Moderate
SYSWEA0008021,WTH594728,Coimbatore,Tamil Nadu,2024-09-08,25,65,32,32,Heavy Rain,High
SYSWEA0008022,WTH204480,New Delhi,Delhi,2024-09-09,29,38,56,17,Rain,Moderate
SYSWEA0008023,WTH396596,Mumbai,Maharashtra,2024-09-09,29,91,94,18,Rain,Moderate
SYSWEA0008024,WTH363502,Bengaluru,Karnataka,2024-09-09,29,73,104,40,Storm,Severe
SYSWEA0008025,WTH192293,Chennai,Tamil Nadu,2024-09-09,26,79,118,7,Rain,Moderate
SYSWEA0008026,WTH882112,Ahmedabad,Gujarat,2024-09-09,30,85,52,28,Heavy Rain,High
SYSWEA0008027,WTH956708,Noida,Uttar Pradesh,2024-09-09,31,78,73,54,Storm,Severe
SYSWEA0008028,WTH702611,Pune,Maharashtra,2024-09-09,24,95,109,30,Heavy Rain,High
SYSWEA0008029,WTH420601,Ghaziabad,Uttar Pradesh,2024-09-09,31,40,48,53,Storm,Severe
SYSWEA0008030,WTH456261,Lucknow,Uttar Pradesh,2024-09-09,27,41,83,32,Heavy Rain,High
SYSWEA0008031,WTH934202,Kanpur,Uttar Pradesh,2024-09-09,35,88,42,12,Cloudy,Normal
SYSWEA0008032,WTH687359,Nagpur,Maharashtra,2024-09-09,28,72,42,35,Heavy Rain,High
SYSWEA0008033,WTH538369,Mangalore,Karnataka,2024-09-09,30,70,102,35,Heavy Rain,High
SYSWEA0008034,WTH437252,Coimbatore,Tamil Nadu,2024-09-09,29,71,46,21,Heavy Rain,High
SYSWEA0008035,WTH996535,New Delhi,Delhi,2024-09-10,31,50,28,8,Rain,Moderate
SYSWEA0008036,WTH421505,Mumbai,Maharashtra,2024-09-10,26,94,128,19,Rain,Moderate
SYSWEA0008037,WTH890153,Bengaluru,Karnataka,2024-09-10,27,78,81,32,Heavy Rain,High
SYSWEA0008038,WTH482500,Chennai,Tamil Nadu,2024-09-10,34,63,30,26,Heavy Rain,High
SYSWEA0008039,WTH218723,Ahmedabad,Gujarat,2024-09-10,33,45,33,11,Rain,Moderate
SYSWEA0008040,WTH656738,Noida,Uttar Pradesh,2024-09-10,33,63,84,20,Heavy Rain,High
SYSWEA0008041,WTH127428,Pune,Maharashtra,2024-09-10,28,72,87,8,Rain,Moderate
SYSWEA0008042,WTH935194,Ghaziabad,Uttar Pradesh,2024-09-10,32,75,65,11,Cloudy,Normal
SYSWEA0008043,WTH997288,Lucknow,Uttar Pradesh,2024-09-10,33,86,72,14,Rain,Moderate
SYSWEA0008044,WTH384889,Kanpur,Uttar Pradesh,2024-09-10,34,57,71,38,Storm,Severe
SYSWEA0008045,WTH158096,Nagpur,Maharashtra,2024-09-10,31,37,60,19,Cloudy,Normal
SYSWEA0008046,WTH486429,Mangalore,Karnataka,2024-09-10,28,74,30,31,Heavy Rain,High
SYSWEA0008047,WTH580552,Coimbatore,Tamil Nadu,2024-09-10,26,73,115,15,Rain,Moderate
SYSWEA0008048,WTH614443,New Delhi,Delhi,2024-09-11,32,86,26,11,Rain,Moderate
SYSWEA0008049,WTH868147,Mumbai,Maharashtra,2024-09-11,29,81,160,15,Rain,Moderate
SYSWEA0008050,WTH805808,Bengaluru,Karnataka,2024-09-11,28,71,70,59,Storm,Severe
SYSWEA0008051,WTH292669,Chennai,Tamil Nadu,2024-09-11,28,86,60,13,Cloudy,Normal
SYSWEA0008052,WTH326299,Ahmedabad,Gujarat,2024-09-11,32,35,10,45,Storm,Severe
SYSWEA0008053,WTH237091,Noida,Uttar Pradesh,2024-09-11,27,84,67,20,Rain,Moderate
SYSWEA0008054,WTH804906,Pune,Maharashtra,2024-09-11,24,83,91,15,Rain,Moderate
SYSWEA0008055,WTH982372,Ghaziabad,Uttar Pradesh,2024-09-11,35,67,73,13,Rain,Moderate
SYSWEA0008056,WTH544249,Lucknow,Uttar Pradesh,2024-09-11,33,50,61,18,Rain,Moderate
SYSWEA0008057,WTH915653,Kanpur,Uttar Pradesh,2024-09-11,35,79,13,10,Cloudy,Normal
SYSWEA0008058,WTH772582,Nagpur,Maharashtra,2024-09-11,32,64,44,10,Rain,Moderate
SYSWEA0008059,WTH159383,Mangalore,Karnataka,2024-09-11,27,98,87,21,Heavy Rain,High
SYSWEA0008060,WTH601427,Coimbatore,Tamil Nadu,2024-09-11,28,85,29,27,Heavy Rain,High
SYSWEA0008061,WTH614822,New Delhi,Delhi,2024-09-12,34,66,77,13,Rain,Moderate
SYSWEA0008062,WTH714904,Mumbai,Maharashtra,2024-09-12,31,71,92,22,Heavy Rain,High
SYSWEA0008063,WTH710210,Bengaluru,Karnataka,2024-09-12,27,57,40,48,Storm,Severe
SYSWEA0008064,WTH736889,Chennai,Tamil Nadu,2024-09-12,25,81,105,15,Cloudy,Normal
SYSWEA0008065,WTH465620,Ahmedabad,Gujarat,2024-09-12,32,46,11,7,Rain,Moderate
SYSWEA0008066,WTH318271,Noida,Uttar Pradesh,2024-09-12,34,62,77,9,Rain,Moderate
SYSWEA0008067,WTH306230,Pune,Maharashtra,2024-09-12,29,53,19,7,Rain,Moderate
SYSWEA0008068,WTH908229,Ghaziabad,Uttar Pradesh,2024-09-12,31,48,84,11,Rain,Moderate
SYSWEA0008069,WTH702111,Lucknow,Uttar Pradesh,2024-09-12,31,70,39,18,Rain,Moderate
SYSWEA0008070,WTH679024,Kanpur,Uttar Pradesh,2024-09-12,29,85,45,23,Heavy Rain,High
SYSWEA0008071,WTH740468,Nagpur,Maharashtra,2024-09-12,27,35,52,31,Heavy Rain,High
SYSWEA0008072,WTH700166,Mangalore,Karnataka,2024-09-12,24,89,62,25,Heavy Rain,High
SYSWEA0008073,WTH212175,Coimbatore,Tamil Nadu,2024-09-12,28,74,55,7,Rain,Moderate
SYSWEA0008074,WTH375951,New Delhi,Delhi,2024-09-13,29,69,80,23,Heavy Rain,High
SYSWEA0008075,WTH785270,Mumbai,Maharashtra,2024-09-13,30,92,170,7,Rain,Moderate
SYSWEA0008076,WTH485288,Bengaluru,Karnataka,2024-09-13,21,59,40,6,Cloudy,Normal
SYSWEA0008077,WTH261672,Chennai,Tamil Nadu,2024-09-13,31,84,97,28,Heavy Rain,High
SYSWEA0008078,WTH856034,Ahmedabad,Gujarat,2024-09-13,36,48,37,11,Cloudy,Normal
SYSWEA0008079,WTH503604,Noida,Uttar Pradesh,2024-09-13,32,65,46,14,Cloudy,Normal
SYSWEA0008080,WTH156319,Pune,Maharashtra,2024-09-13,29,65,92,15,Rain,Moderate
SYSWEA0008081,WTH570341,Ghaziabad,Uttar Pradesh,2024-09-13,30,82,11,10,Cloudy,Normal
SYSWEA0008082,WTH314275,Lucknow,Uttar Pradesh,2024-09-13,29,70,20,53,Storm,Severe
SYSWEA0008083,WTH469623,Kanpur,Uttar Pradesh,2024-09-13,33,44,30,15,Rain,Moderate
SYSWEA0008084,WTH391421,Nagpur,Maharashtra,2024-09-13,28,47,57,24,Heavy Rain,High
SYSWEA0008085,WTH250557,Mangalore,Karnataka,2024-09-13,27,97,187,19,Rain,Moderate
SYSWEA0008086,WTH717803,Coimbatore,Tamil Nadu,2024-09-13,30,80,89,20,Cloudy,Normal
SYSWEA0008087,WTH723392,New Delhi,Delhi,2024-09-14,35,50,77,28,Heavy Rain,High
SYSWEA0008088,WTH273792,Mumbai,Maharashtra,2024-09-14,27,70,154,49,Storm,Severe
SYSWEA0008089,WTH746527,Bengaluru,Karnataka,2024-09-14,28,82,85,17,Rain,Moderate
SYSWEA0008090,WTH839203,Chennai,Tamil Nadu,2024-09-14,25,65,70,17,Rain,Moderate
SYSWEA0008091,WTH428724,Ahmedabad,Gujarat,2024-09-14,29,85,68,17,Rain,Moderate
SYSWEA0008092,WTH331107,Noida,Uttar Pradesh,2024-09-14,31,46,22,20,Cloudy,Normal
SYSWEA0008093,WTH121168,Pune,Maharashtra,2024-09-14,30,54,20,14,Rain,Moderate
SYSWEA0008094,WTH694310,Ghaziabad,Uttar Pradesh,2024-09-14,28,51,11,23,Heavy Rain,High
SYSWEA0008095,WTH361464,Lucknow,Uttar Pradesh,2024-09-14,29,44,86,13,Cloudy,Normal
SYSWEA0008096,WTH542848,Kanpur,Uttar Pradesh,2024-09-14,30,90,68,10,Rain,Moderate
SYSWEA0008097,WTH750456,Nagpur,Maharashtra,2024-09-14,33,58,69,44,Storm,Severe
SYSWEA0008098,WTH710732,Mangalore,Karnataka,2024-09-14,26,82,137,7,Rain,Moderate
SYSWEA0008099,WTH183319,Coimbatore,Tamil Nadu,2024-09-14,27,68,46,56,Storm,Severe
SYSWEA0008100,WTH514886,New Delhi,Delhi,2024-09-15,28,36,51,31,Heavy Rain,High
SYSWEA0008101,WTH160331,Mumbai,Maharashtra,2024-09-15,28,93,42,20,Cloudy,Normal
SYSWEA0008102,WTH196757,Bengaluru,Karnataka,2024-09-15,22,52,82,11,Rain,Moderate
SYSWEA0008103,WTH623940,Chennai,Tamil Nadu,2024-09-15,30,88,94,60,Storm,Severe
SYSWEA0008104,WTH834211,Ahmedabad,Gujarat,2024-09-15,27,49,26,57,Storm,Severe
SYSWEA0008105,WTH974321,Noida,Uttar Pradesh,2024-09-15,34,89,37,27,Heavy Rain,High
SYSWEA0008106,WTH202452,Pune,Maharashtra,2024-09-15,29,88,19,5,Rain,Moderate
SYSWEA0008107,WTH180477,Ghaziabad,Uttar Pradesh,2024-09-15,31,77,82,10,Rain,Moderate
SYSWEA0008108,WTH373759,Lucknow,Uttar Pradesh,2024-09-15,29,75,30,56,Storm,Severe
SYSWEA0008109,WTH450894,Kanpur,Uttar Pradesh,2024-09-15,27,40,63,17,Rain,Moderate
SYSWEA0008110,WTH996713,Nagpur,Maharashtra,2024-09-15,32,52,54,15,Rain,Moderate
SYSWEA0008111,WTH975078,Mangalore,Karnataka,2024-09-15,27,72,102,6,Rain,Moderate
SYSWEA0008112,WTH924365,Coimbatore,Tamil Nadu,2024-09-15,29,72,26,5,Rain,Moderate
SYSWEA0008113,WTH882615,New Delhi,Delhi,2024-09-16,31,37,53,15,Rain,Moderate
SYSWEA0008114,WTH740939,Mumbai,Maharashtra,2024-09-16,26,80,48,30,Heavy Rain,High
SYSWEA0008115,WTH605328,Bengaluru,Karnataka,2024-09-16,27,90,20,9,Cloudy,Normal
SYSWEA0008116,WTH935391,Chennai,Tamil Nadu,2024-09-16,34,85,51,13,Cloudy,Normal
SYSWEA0008117,WTH152098,Ahmedabad,Gujarat,2024-09-16,34,83,57,33,Heavy Rain,High
SYSWEA0008118,WTH494289,Noida,Uttar Pradesh,2024-09-16,32,89,42,45,Storm,Severe
SYSWEA0008119,WTH277357,Pune,Maharashtra,2024-09-16,27,59,91,13,Rain,Moderate
SYSWEA0008120,WTH505578,Ghaziabad,Uttar Pradesh,2024-09-16,31,46,61,6,Cloudy,Normal
SYSWEA0008121,WTH918267,Lucknow,Uttar Pradesh,2024-09-16,31,77,74,8,Rain,Moderate
SYSWEA0008122,WTH874614,Kanpur,Uttar Pradesh,2024-09-16,34,86,53,8,Cloudy,Normal
SYSWEA0008123,WTH931871,Nagpur,Maharashtra,2024-09-16,28,68,65,8,Cloudy,Normal
SYSWEA0008124,WTH501271,Mangalore,Karnataka,2024-09-16,27,73,202,23,Heavy Rain,High
SYSWEA0008125,WTH695090,Coimbatore,Tamil Nadu,2024-09-16,27,58,105,7,Rain,Moderate
SYSWEA0008126,WTH683698,New Delhi,Delhi,2024-09-17,32,66,55,36,Storm,Severe
SYSWEA0008127,WTH991580,Mumbai,Maharashtra,2024-09-17,31,75,144,17,Cloudy,Normal
SYSWEA0008128,WTH195848,Bengaluru,Karnataka,2024-09-17,21,70,51,14,Rain,Moderate
SYSWEA0008129,WTH902950,Chennai,Tamil Nadu,2024-09-17,29,79,40,28,Heavy Rain,High
SYSWEA0008130,WTH655781,Ahmedabad,Gujarat,2024-09-17,33,44,58,5,Cloudy,Normal
SYSWEA0008131,WTH444358,Noida,Uttar Pradesh,2024-09-17,27,69,54,7,Cloudy,Normal
SYSWEA0008132,WTH908355,Pune,Maharashtra,2024-09-17,25,57,85,33,Heavy Rain,High
SYSWEA0008133,WTH145089,Ghaziabad,Uttar Pradesh,2024-09-17,33,46,75,19,Rain,Moderate
SYSWEA0008134,WTH409133,Lucknow,Uttar Pradesh,2024-09-17,29,58,42,8,Rain,Moderate
SYSWEA0008135,WTH665154,Kanpur,Uttar Pradesh,2024-09-17,27,49,66,56,Storm,Severe
SYSWEA0008136,WTH377535,Nagpur,Maharashtra,2024-09-17,33,40,9,7,Rain,Moderate
SYSWEA0008137,WTH804321,Mangalore,Karnataka,2024-09-17,29,77,140,24,Heavy Rain,High
SYSWEA0008138,WTH816356,Coimbatore,Tamil Nadu,2024-09-17,29,69,78,8,Rain,Moderate
SYSWEA0008139,WTH921483,New Delhi,Delhi,2024-09-18,32,38,42,19,Rain,Moderate
SYSWEA0008140,WTH553424,Mumbai,Maharashtra,2024-09-18,30,70,28,20,Rain,Moderate
SYSWEA0008141,WTH844865,Bengaluru,Karnataka,2024-09-18,22,50,81,8,Rain,Moderate
SYSWEA0008142,WTH680488,Chennai,Tamil Nadu,2024-09-18,25,94,15,20,Cloudy,Normal
SYSWEA0008143,WTH480202,Ahmedabad,Gujarat,2024-09-18,29,51,59,16,Rain,Moderate
SYSWEA0008144,WTH606664,Noida,Uttar Pradesh,2024-09-18,33,64,23,33,Heavy Rain,High
SYSWEA0008145,WTH821482,Pune,Maharashtra,2024-09-18,22,80,84,24,Heavy Rain,High
SYSWEA0008146,WTH413936,Ghaziabad,Uttar Pradesh,2024-09-18,29,40,32,27,Heavy Rain,High
SYSWEA0008147,WTH216124,Lucknow,Uttar Pradesh,2024-09-18,28,77,43,9,Rain,Moderate
SYSWEA0008148,WTH481203,Kanpur,Uttar Pradesh,2024-09-18,29,63,67,58,Storm,Severe
SYSWEA0008149,WTH969010,Nagpur,Maharashtra,2024-09-18,33,74,70,18,Rain,Moderate
SYSWEA0008150,WTH278863,Mangalore,Karnataka,2024-09-18,27,84,40,8,Cloudy,Normal
SYSWEA0008151,WTH947389,Coimbatore,Tamil Nadu,2024-09-18,27,57,110,28,Heavy Rain,High
SYSWEA0008152,WTH719600,New Delhi,Delhi,2024-09-19,34,53,90,17,Cloudy,Normal
SYSWEA0008153,WTH458866,Mumbai,Maharashtra,2024-09-19,26,66,64,25,Heavy Rain,High
SYSWEA0008154,WTH200701,Bengaluru,Karnataka,2024-09-19,23,75,20,33,Heavy Rain,High
SYSWEA0008155,WTH614734,Chennai,Tamil Nadu,2024-09-19,33,60,118,16,Rain,Moderate
SYSWEA0008156,WTH852545,Ahmedabad,Gujarat,2024-09-19,27,77,14,10,Cloudy,Normal
SYSWEA0008157,WTH489715,Noida,Uttar Pradesh,2024-09-19,33,38,40,27,Heavy Rain,High
SYSWEA0008158,WTH510438,Pune,Maharashtra,2024-09-19,27,71,115,8,Rain,Moderate
SYSWEA0008159,WTH259041,Ghaziabad,Uttar Pradesh,2024-09-19,33,63,19,33,Heavy Rain,High
SYSWEA0008160,WTH882458,Lucknow,Uttar Pradesh,2024-09-19,33,76,54,32,Heavy Rain,High
SYSWEA0008161,WTH355296,Kanpur,Uttar Pradesh,2024-09-19,33,52,16,16,Rain,Moderate
SYSWEA0008162,WTH948701,Nagpur,Maharashtra,2024-09-19,34,59,64,9,Rain,Moderate
SYSWEA0008163,WTH477054,Mangalore,Karnataka,2024-09-19,25,71,80,13,Rain,Moderate
SYSWEA0008164,WTH119232,Coimbatore,Tamil Nadu,2024-09-19,30,57,15,13,Rain,Moderate
SYSWEA0008165,WTH959182,New Delhi,Delhi,2024-09-20,34,74,81,19,Cloudy,Normal
SYSWEA0008166,WTH766893,Mumbai,Maharashtra,2024-09-20,32,78,44,11,Cloudy,Normal
SYSWEA0008167,WTH104682,Bengaluru,Karnataka,2024-09-20,22,68,20,55,Storm,Severe
SYSWEA0008168,WTH352546,Chennai,Tamil Nadu,2024-09-20,31,87,76,29,Heavy Rain,High
SYSWEA0008169,WTH106098,Ahmedabad,Gujarat,2024-09-20,36,80,31,59,Storm,Severe
SYSWEA0008170,WTH977177,Noida,Uttar Pradesh,2024-09-20,33,52,17,15,Rain,Moderate
SYSWEA0008171,WTH140004,Pune,Maharashtra,2024-09-20,28,91,13,20,Cloudy,Normal
SYSWEA0008172,WTH593156,Ghaziabad,Uttar Pradesh,2024-09-20,31,59,82,12,Cloudy,Normal
SYSWEA0008173,WTH766320,Lucknow,Uttar Pradesh,2024-09-20,27,63,46,6,Rain,Moderate
SYSWEA0008174,WTH115473,Kanpur,Uttar Pradesh,2024-09-20,35,60,41,20,Rain,Moderate
SYSWEA0008175,WTH989991,Nagpur,Maharashtra,2024-09-20,33,43,69,25,Heavy Rain,High
SYSWEA0008176,WTH104595,Mangalore,Karnataka,2024-09-20,29,84,107,11,Rain,Moderate
SYSWEA0008177,WTH753455,Coimbatore,Tamil Nadu,2024-09-20,27,58,117,8,Cloudy,Normal
SYSWEA0008178,WTH319939,New Delhi,Delhi,2024-09-21,32,69,72,20,Rain,Moderate
SYSWEA0008179,WTH422391,Mumbai,Maharashtra,2024-09-21,25,97,158,20,Rain,Moderate
SYSWEA0008180,WTH922143,Bengaluru,Karnataka,2024-09-21,27,51,36,30,Heavy Rain,High
SYSWEA0008181,WTH292711,Chennai,Tamil Nadu,2024-09-21,32,60,45,12,Rain,Moderate
SYSWEA0008182,WTH176510,Ahmedabad,Gujarat,2024-09-21,32,35,21,46,Storm,Severe
SYSWEA0008183,WTH264627,Noida,Uttar Pradesh,2024-09-21,32,55,17,15,Rain,Moderate
SYSWEA0008184,WTH679713,Pune,Maharashtra,2024-09-21,29,66,26,19,Rain,Moderate
SYSWEA0008185,WTH228015,Ghaziabad,Uttar Pradesh,2024-09-21,34,67,54,16,Rain,Moderate
SYSWEA0008186,WTH637795,Lucknow,Uttar Pradesh,2024-09-21,28,53,77,22,Heavy Rain,High
SYSWEA0008187,WTH233353,Kanpur,Uttar Pradesh,2024-09-21,32,41,21,8,Cloudy,Normal
SYSWEA0008188,WTH388199,Nagpur,Maharashtra,2024-09-21,26,36,65,6,Rain,Moderate
SYSWEA0008189,WTH326774,Mangalore,Karnataka,2024-09-21,28,93,45,11,Rain,Moderate
SYSWEA0008190,WTH922706,Coimbatore,Tamil Nadu,2024-09-21,29,64,80,9,Cloudy,Normal
SYSWEA0008191,WTH569839,New Delhi,Delhi,2024-09-22,33,84,81,28,Heavy Rain,High
SYSWEA0008192,WTH807144,Mumbai,Maharashtra,2024-09-22,32,79,176,9,Rain,Moderate
SYSWEA0008193,WTH153722,Bengaluru,Karnataka,2024-09-22,23,73,43,32,Heavy Rain,High
SYSWEA0008194,WTH560259,Chennai,Tamil Nadu,2024-09-22,31,83,52,6,Rain,Moderate
SYSWEA0008195,WTH313475,Ahmedabad,Gujarat,2024-09-22,29,40,38,8,Cloudy,Normal
SYSWEA0008196,WTH243553,Noida,Uttar Pradesh,2024-09-22,30,65,88,7,Cloudy,Normal
SYSWEA0008197,WTH695058,Pune,Maharashtra,2024-09-22,27,91,101,37,Storm,Severe
SYSWEA0008198,WTH551599,Ghaziabad,Uttar Pradesh,2024-09-22,33,49,59,26,Heavy Rain,High
SYSWEA0008199,WTH188120,Lucknow,Uttar Pradesh,2024-09-22,30,59,64,11,Rain,Moderate
SYSWEA0008200,WTH490943,Kanpur,Uttar Pradesh,2024-09-22,31,82,50,28,Heavy Rain,High
SYSWEA0008201,WTH214151,Nagpur,Maharashtra,2024-09-22,34,61,22,15,Rain,Moderate
SYSWEA0008202,WTH660054,Mangalore,Karnataka,2024-09-22,27,99,145,8,Cloudy,Normal
