SupplierProductSysID,SupplierID,ProductID,LeadTimeDays,MinimumOrderQty,QuotedUnitCost,DefectRatePercentage
SYSSP0000831,SUP265080,PROD564635,6,932,147.6,0.72
SYSSP0000832,SUP265080,PROD321275,1,648,754.99,0.26
SYSSP0000833,SUP265080,PROD551860,5,793,461.77,0.35
SYSSP0000834,SUP265080,PROD896204,1,708,604.66,0.23
SYSSP0000835,SUP265080,PROD542042,9,1130,262.06,0.94
SYSSP0000836,SUP265080,PROD418672,2,743,196.49,1.0
SYSSP0000837,SUP265080,PROD489043,6,890,534.82,1.16
SYSSP0000838,SUP265080,PROD571435,7,513,231.47,0.4
SYSSP0000839,SUP265080,PROD486649,8,1148,403.54,0.85
SYSSP0000840,SUP265080,PROD660605,9,698,596.71,0.38
SYSSP0000841,SUP265080,PROD456871,2,677,208.07,0.32
SYSSP0000842,SUP265080,PROD642895,1,785,61.09,0.33
SYSSP0000843,SUP265080,PROD277487,6,838,170.88,1.14
SYSSP0000844,SUP265080,PROD329659,1,830,181.22,0.97
SYSSP0000845,SUP265080,PROD837954,3,1086,1129.58,0.27
SYSSP0000846,SUP265080,PROD689179,6,688,786.39,0.99
SYSSP0000847,SUP265080,PROD123682,1,1056,52.13,0.29
SYSSP0000848,SUP265080,PROD226611,4,1179,368.42,0.56
SYSSP0000849,SUP265080,PROD132316,18,81,87866.65,0.55
SYSSP0000850,SUP265080,PROD694916,21,85,76234.06,0.52
SYSSP0000851,SUP265080,PROD188834,40,129,63234.52,0.92
SYSSP0000852,SUP265080,PROD176066,13,145,99376.09,0.65
SYSSP0000853,SUP265080,PROD973294,14,104,142362.11,0.28
SYSSP0000854,SUP265080,PROD533321,17,148,118312.01,0.83
SYSSP0000855,SUP265080,PROD701253,20,134,141678.5,0.41
SYSSP0000856,SUP265080,PROD749137,34,89,137206.83,0.35
SYSSP0000857,SUP265080,PROD986278,27,84,85074.53,0.25
SYSSP0000858,SUP265080,PROD806004,38,89,95588.2,0.43
SYSSP0000859,SUP265080,PROD207570,20,129,115729.03,0.6
SYSSP0000860,SUP265080,PROD670913,25,129,61757.37,0.73
SYSSP0000861,SUP265080,PROD269930,35,85,103505.28,0.27
SYSSP0000862,SUP265080,PROD787926,31,117,103138.15,0.5
SYSSP0000863,SUP265080,PROD408467,15,136,129258.96,1.02
SYSSP0000864,SUP265080,PROD693418,12,100,65977.75,0.34
SYSSP0000865,SUP265080,PROD735656,25,98,123823.02,1.09
SYSSP0000866,SUP265080,PROD847006,38,81,94777.38,0.76
SYSSP0000867,SUP265080,PROD793223,18,80,112886.89,0.59
SYSSP0000868,SUP265080,PROD881886,32,119,124495.05,0.94
SYSSP0000869,SUP265080,PROD674553,36,107,60115.55,0.85
SYSSP0000870,SUP265080,PROD119524,30,100,58008.84,0.82
SYSSP0000871,SUP265080,PROD621546,22,94,33185.0,1.0
SYSSP0000872,SUP265080,PROD172306,13,150,52324.35,0.87
SYSSP0000873,SUP265080,PROD805200,23,105,36703.22,0.69
SYSSP0000874,SUP523389,PROD787436,32,84,112438.74,0.77
SYSSP0000875,SUP523389,PROD434640,24,67,81427.97,0.51
SYSSP0000876,SUP523389,PROD409355,39,85,53176.3,0.64
SYSSP0000877,SUP523389,PROD883641,25,83,147239.51,1.08
SYSSP0000878,SUP523389,PROD693418,26,62,66912.41,0.69
SYSSP0000879,SUP523389,PROD576919,17,81,134824.11,1.04
SYSSP0000880,SUP523389,PROD708798,18,56,77622.05,0.83
SYSSP0000881,SUP523389,PROD482614,38,97,126304.73,0.71
SYSSP0000882,SUP523389,PROD269930,12,89,102838.27,1.11
SYSSP0000883,SUP523389,PROD695551,30,74,83636.67,0.74
SYSSP0000884,SUP523389,PROD838253,34,63,53821.0,1.09
SYSSP0000885,SUP523389,PROD245998,31,48,61705.69,0.71
SYSSP0000886,SUP523389,PROD221707,7,357,458.37,0.44
SYSSP0000887,SUP523389,PROD482584,11,363,804.25,0.36
SYSSP0000888,SUP523389,PROD426147,11,347,832.45,0.24
SYSSP0000889,SUP523389,PROD565776,9,132,706.37,0.43
SYSSP0000890,SUP523389,PROD699809,4,298,328.88,0.65
SYSSP0000891,SUP523389,PROD317782,3,265,226.67,1.17
SYSSP0000892,SUP523389,PROD376807,5,396,273.37,0.37
SYSSP0000893,SUP523389,PROD544730,7,400,520.73,1.04
SYSSP0000894,SUP523389,PROD752011,9,292,400.86,0.42
SYSSP0000895,SUP523389,PROD393992,7,276,125.2,0.68
SYSSP0000896,SUP523389,PROD558723,12,356,952.06,0.64
SYSSP0000897,SUP523389,PROD423993,6,363,89.4,0.41
SYSSP0000898,SUP523389,PROD823975,4,285,164.59,1.02
SYSSP0000899,SUP523389,PROD801765,3,269,179.75,0.68
SYSSP0000900,SUP692683,PROD453961,23,60,98866.66,6.95
SYSSP0000901,SUP692683,PROD787926,21,30,91548.41,3.4
SYSSP0000902,SUP692683,PROD694916,33,56,70322.64,6.89
SYSSP0000903,SUP692683,PROD442622,45,38,143860.6,3.58
SYSSP0000904,SUP692683,PROD408467,39,50,116594.55,6.65
SYSSP0000905,SUP692683,PROD778700,37,57,94537.84,3.41
SYSSP0000906,SUP692683,PROD533321,42,36,105742.75,5.93
SYSSP0000907,SUP692683,PROD533911,35,57,71623.33,4.39
SYSSP0000908,SUP692683,PROD627786,21,21,32036.69,6.8
SYSSP0000909,SUP692683,PROD202365,18,157,540.48,5.53
SYSSP0000910,SUP692683,PROD803953,10,59,945.49,5.16
SYSSP0000911,SUP692683,PROD315173,6,173,942.96,7.01
SYSSP0000912,SUP692683,PROD835962,13,160,182.43,4.35
SYSSP0000913,SUP692683,PROD634277,10,185,90.65,7.19
SYSSP0000914,SUP804318,PROD121215,40,46,130805.54,2.53
SYSSP0000915,SUP804318,PROD600935,40,56,138021.04,5.1
SYSSP0000916,SUP804318,PROD926394,34,33,136232.34,4.08
SYSSP0000917,SUP804318,PROD490917,28,29,72042.11,5.43
SYSSP0000918,SUP804318,PROD793223,29,47,104160.05,5.56
SYSSP0000919,SUP804318,PROD772124,41,33,103982.65,6.42
SYSSP0000920,SUP804318,PROD570711,33,43,66466.94,4.92
SYSSP0000921,SUP804318,PROD790017,30,42,13854.07,4.49
SYSSP0000922,SUP804318,PROD510623,11,160,456.81,4.73
SYSSP0000923,SUP804318,PROD324130,6,209,101.75,6.43
SYSSP0000924,SUP804318,PROD615060,16,126,454.87,7.32
SYSSP0000925,SUP804318,PROD721254,4,174,233.02,5.5
SYSSP0000926,SUP804318,PROD393328,5,234,387.14,2.9
SYSSP0000927,SUP804318,PROD407757,9,296,381.25,4.5
SYSSP0000928,SUP804318,PROD940247,14,129,38.83,6.6
SYSSP0000929,SUP804318,PROD638857,14,105,414.27,5.78
SYSSP0000930,SUP804318,PROD716493,14,199,491.23,5.5
SYSSP0000931,SUP804318,PROD350905,17,218,192.05,5.87
SYSSP0000932,SUP690341,PROD776364,6,135,705.73,0.75
SYSSP0000933,SUP690341,PROD835962,9,277,202.97,0.48
SYSSP0000934,SUP690341,PROD862760,11,332,789.42,0.77
SYSSP0000935,SUP690341,PROD544730,6,308,516.27,0.76
SYSSP0000936,SUP690341,PROD308296,9,274,193.55,1.0
SYSSP0000937,SUP690341,PROD989545,5,326,531.73,0.76
SYSSP0000938,SUP690341,PROD221707,4,334,477.0,1.1
SYSSP0000939,SUP690341,PROD324729,1,159,870.25,0.58
SYSSP0000940,SUP690341,PROD482584,5,261,817.4,0.55
SYSSP0000941,SUP690341,PROD350484,11,234,1041.97,0.29
SYSSP0000942,SUP690341,PROD297810,8,383,97.71,0.68
SYSSP0000943,SUP690341,PROD169403,7,393,250.84,1.15
SYSSP0000944,SUP690341,PROD517568,2,627,434.33,0.94
SYSSP0000945,SUP690341,PROD874814,5,367,731.55,0.45
SYSSP0000946,SUP690341,PROD399105,6,648,1113.68,1.12
SYSSP0000947,SUP690341,PROD810189,9,641,1203.21,1.16
SYSSP0000948,SUP690341,PROD478120,7,567,831.46,1.1
SYSSP0000949,SUP690341,PROD724834,3,343,784.68,1.12
SYSSP0000950,SUP690341,PROD211579,3,363,966.08,0.33
SYSSP0000951,SUP690341,PROD381444,7,494,282.35,0.23
SYSSP0000952,SUP690341,PROD716493,4,690,561.15,0.37
SYSSP0000953,SUP690341,PROD337547,1,411,1177.18,0.21
SYSSP0000954,SUP690341,PROD729371,2,547,408.28,0.56
SYSSP0000955,SUP690341,PROD478666,5,530,418.12,0.47
SYSSP0000956,SUP690341,PROD574167,5,344,45.5,0.41
SYSSP0000957,SUP690341,PROD510623,5,687,482.61,0.65
SYSSP0000958,SUP690341,PROD220936,3,666,448.51,0.47
SYSSP0000959,SUP690341,PROD265649,2,688,459.4,0.35
SYSSP0000960,SUP356150,PROD699809,11,91,292.26,6.57
SYSSP0000961,SUP356150,PROD664607,17,74,76.34,4.17
SYSSP0000962,SUP356150,PROD586819,12,193,638.4,6.55
SYSSP0000963,SUP356150,PROD324729,10,155,787.36,6.84
SYSSP0000964,SUP356150,PROD544730,15,197,478.67,5.75
SYSSP0000965,SUP356150,PROD478427,9,140,275.76,5.05
SYSSP0000966,SUP356150,PROD851413,12,147,1603.71,4.82
SYSSP0000967,SUP356150,PROD350484,8,136,968.19,5.56
SYSSP0000968,SUP356150,PROD851763,29,25,23843.91,3.64
SYSSP0000969,SUP356150,PROD805200,32,38,33979.4,5.53
SYSSP0000970,SUP356150,PROD108454,31,48,49621.07,7.19
SYSSP0000971,SUP356150,PROD790017,44,53,14074.52,4.57
SYSSP0000972,SUP356150,PROD138436,22,28,40638.91,5.81
SYSSP0000973,SUP356150,PROD390743,45,25,67013.63,4.49
SYSSP0000974,SUP356150,PROD476018,20,50,23125.72,2.63
SYSSP0000975,SUP356150,PROD926730,33,25,18660.64,5.59
SYSSP0000976,SUP356150,PROD584838,24,44,88479.91,3.74
SYSSP0000977,SUP356150,PROD434640,29,60,74099.88,5.13
SYSSP0000978,SUP356150,PROD542042,6,117,239.68,6.8
SYSSP0000979,SUP356150,PROD564635,12,339,139.0,5.2
SYSSP0000980,SUP356150,PROD277487,12,327,152.89,7.24
SYSSP0000981,SUP356150,PROD130610,13,333,500.68,5.68
SYSSP0000982,SUP356150,PROD456871,14,373,186.07,4.24
SYSSP0000983,SUP356150,PROD730193,13,145,495.65,4.33
SYSSP0000984,SUP356150,PROD418672,9,255,173.42,5.12
SYSSP0000985,SUP356150,PROD162165,8,246,723.51,2.54
SYSSP0000986,SUP356150,PROD341292,14,253,170.15,4.65
SYSSP0000987,SUP356150,PROD786224,12,218,1099.2,5.24
SYSSP0000988,SUP946305,PROD287654,38,81,38468.11,1.63
SYSSP0000989,SUP946305,PROD306854,23,45,28477.65,1.33
SYSSP0000990,SUP946305,PROD322142,39,91,27826.74,2.58
SYSSP0000991,SUP946305,PROD139581,36,57,75049.16,2.43
SYSSP0000992,SUP946305,PROD914571,40,57,39001.24,2.68
SYSSP0000993,SUP946305,PROD591465,20,48,81801.85,2.2
SYSSP0000994,SUP946305,PROD675898,34,68,69123.28,2.17
SYSSP0000995,SUP946305,PROD570711,21,60,67623.32,0.91
SYSSP0000996,SUP946305,PROD851763,32,41,25363.83,1.03
SYSSP0000997,SUP946305,PROD497108,23,48,80999.33,2.4
SYSSP0000998,SUP946305,PROD627262,22,45,64025.08,1.89
SYSSP0000999,SUP946305,PROD926730,25,66,20106.56,2.56
SYSSP0001000,SUP946305,PROD508396,26,69,56328.68,0.87
SYSSP0001001,SUP946305,PROD742412,17,93,145733.94,1.12
SYSSP0001002,SUP946305,PROD576919,23,89,129195.17,2.0
SYSSP0001003,SUP240814,PROD275377,3,326,225.72,1.19
SYSSP0001004,SUP240814,PROD513224,3,148,51.94,1.18
SYSSP0001005,SUP240814,PROD473023,7,259,66.66,0.36
SYSSP0001006,SUP240814,PROD468900,3,229,304.77,0.5
SYSSP0001007,SUP240814,PROD982885,8,211,120.67,0.44
SYSSP0001008,SUP240814,PROD220764,7,107,234.12,0.48
SYSSP0001009,SUP240814,PROD968962,1,224,151.27,0.24
SYSSP0001010,SUP240814,PROD883132,9,290,68.02,0.45
SYSSP0001011,SUP240814,PROD571635,10,273,131.64,1.2
SYSSP0001012,SUP240814,PROD634277,3,282,99.8,0.9
SYSSP0001013,SUP240814,PROD637450,3,349,147.87,1.18
SYSSP0001014,SUP240814,PROD984247,5,198,171.48,0.58
SYSSP0001015,SUP240814,PROD265080,3,120,174.0,0.64
SYSSP0001016,SUP240814,PROD751303,4,197,104.95,0.74
SYSSP0001017,SUP240814,PROD780768,5,240,284.7,0.8
SYSSP0001018,SUP240814,PROD986589,10,135,1584.01,0.65
SYSSP0001019,SUP240814,PROD787584,5,332,1010.87,0.84
SYSSP0001020,SUP240814,PROD913894,8,109,849.05,0.56
SYSSP0001021,SUP240814,PROD881549,11,264,973.07,0.86
SYSSP0001022,SUP459536,PROD408467,16,52,123329.79,1.22
SYSSP0001023,SUP459536,PROD761532,16,76,117713.54,1.65
SYSSP0001024,SUP459536,PROD701253,30,73,135862.06,2.1
SYSSP0001025,SUP459536,PROD926394,16,63,138831.69,2.38
SYSSP0001026,SUP459536,PROD409355,15,99,52193.02,2.24
SYSSP0001027,SUP459536,PROD744986,17,69,95967.97,0.93
SYSSP0001028,SUP459536,PROD572407,32,87,101768.42,1.72
SYSSP0001029,SUP459536,PROD374267,26,90,103624.05,2.61
SYSSP0001030,SUP459536,PROD881177,23,73,61872.48,0.95
SYSSP0001031,SUP459536,PROD913308,24,44,95473.0,2.91
SYSSP0001032,SUP459536,PROD491329,18,46,51092.87,1.97
SYSSP0001033,SUP459536,PROD476417,21,52,59713.46,1.35
SYSSP0001034,SUP459536,PROD708798,35,100,72871.79,2.45
SYSSP0001035,SUP459536,PROD243902,28,87,14377.39,2.2
SYSSP0001036,SUP459536,PROD934794,26,83,34228.22,2.26
SYSSP0001037,SUP459536,PROD948179,18,50,17489.31,2.01
SYSSP0001038,SUP459536,PROD199807,31,61,44314.18,1.97
SYSSP0001039,SUP459536,PROD405420,12,326,1546.99,2.79
SYSSP0001040,SUP459536,PROD787584,11,266,1031.96,1.71
SYSSP0001041,SUP459536,PROD851413,9,265,1683.82,2.04
SYSSP0001042,SUP459536,PROD133958,6,292,1039.09,2.84
SYSSP0001043,SUP459536,PROD749887,7,284,1430.98,1.78
SYSSP0001044,SUP459536,PROD333746,9,100,1039.4,2.96
SYSSP0001045,SUP459536,PROD820775,12,108,1800.62,2.99
SYSSP0001046,SUP459536,PROD898329,7,103,2316.74,1.29
SYSSP0001047,SUP459536,PROD496764,8,111,1741.61,2.88
SYSSP0001048,SUP459536,PROD975679,7,383,2398.3,2.06
SYSSP0001049,SUP459536,PROD644932,12,179,1419.25,1.81
SYSSP0001050,SUP459536,PROD680099,5,170,40.14,2.76
SYSSP0001051,SUP459536,PROD416822,6,219,155.42,1.46
SYSSP0001052,SUP459536,PROD865470,12,304,207.59,1.28
SYSSP0001053,SUP459536,PROD571435,3,620,219.13,1.86
SYSSP0001054,SUP459536,PROD489043,9,672,535.18,2.35
SYSSP0001055,SUP459536,PROD642895,3,554,59.6,0.88
SYSSP0001056,SUP459536,PROD343807,8,290,142.71,2.83
SYSSP0001057,SUP459536,PROD329659,7,428,178.92,1.76
SYSSP0001058,SUP459536,PROD456871,3,695,202.46,2.44
SYSSP0001059,SUP459536,PROD165142,2,574,540.37,1.64
SYSSP0001060,SUP459536,PROD486649,6,518,376.25,1.99
SYSSP0001061,SUP459536,PROD721254,4,417,246.04,1.29
SYSSP0001062,SUP459536,PROD837954,2,594,1108.47,1.66
SYSSP0001063,SUP459536,PROD759176,9,635,66.75,1.91
SYSSP0001064,SUP765095,PROD401198,27,50,45579.58,2.75
SYSSP0001065,SUP765095,PROD110060,31,25,35144.91,4.67
SYSSP0001066,SUP765095,PROD108454,40,28,48383.52,3.49
SYSSP0001067,SUP765095,PROD612573,34,56,58991.93,5.58
SYSSP0001068,SUP765095,PROD267457,44,35,39948.0,3.83
SYSSP0001069,SUP765095,PROD790017,32,56,13065.29,5.86
SYSSP0001070,SUP765095,PROD802729,32,42,21061.79,4.22
SYSSP0001071,SUP765095,PROD476018,37,39,22382.51,4.25
SYSSP0001072,SUP765095,PROD749137,45,59,120878.53,2.72
SYSSP0001073,SUP765095,PROD121215,25,43,129648.25,6.14
SYSSP0001074,SUP877236,PROD824586,7,275,471.77,0.31
SYSSP0001075,SUP877236,PROD571832,7,111,2460.62,0.94
SYSSP0001076,SUP877236,PROD860242,5,379,851.83,0.46
SYSSP0001077,SUP877236,PROD801520,9,109,2314.61,1.11
SYSSP0001078,SUP877236,PROD333746,11,230,1035.92,0.48
SYSSP0001079,SUP877236,PROD118632,10,127,2499.49,1.15
SYSSP0001080,SUP877236,PROD702891,1,238,2087.04,1.11
SYSSP0001081,SUP877236,PROD703139,8,109,2430.61,1.08
SYSSP0001082,SUP877236,PROD718241,8,294,1125.37,0.91
SYSSP0001083,SUP877236,PROD475691,5,372,367.17,0.4
SYSSP0001084,SUP877236,PROD865470,10,120,209.82,0.73
SYSSP0001085,SUP877236,PROD130782,5,301,238.55,0.22
SYSSP0001086,SUP256294,PROD421549,22,82,105722.52,0.93
SYSSP0001087,SUP256294,PROD213365,30,66,109876.1,0.35
SYSSP0001088,SUP256294,PROD324082,22,68,98673.33,0.41
SYSSP0001089,SUP256294,PROD322182,18,95,144657.86,0.89
SYSSP0001090,SUP256294,PROD409355,30,67,53965.53,1.18
SYSSP0001091,SUP256294,PROD986278,18,60,84973.46,0.73
SYSSP0001092,SUP256294,PROD901467,38,51,145827.55,1.08
SYSSP0001093,SUP256294,PROD770532,38,88,112502.03,1.17
SYSSP0001094,SUP256294,PROD121215,26,68,147019.0,1.02
SYSSP0001095,SUP256294,PROD572407,33,49,103816.4,0.31
SYSSP0001096,SUP256294,PROD728437,20,88,57222.87,0.82
SYSSP0001097,SUP256294,PROD708798,33,78,75363.85,0.89
SYSSP0001098,SUP256294,PROD787926,26,84,103095.99,0.33
SYSSP0001099,SUP256294,PROD413369,31,85,110379.52,0.38
SYSSP0001100,SUP256294,PROD742412,24,70,144750.31,0.39
SYSSP0001101,SUP256294,PROD526117,13,88,134172.68,1.13
SYSSP0001102,SUP256294,PROD172306,27,87,54212.96,0.4
SYSSP0001103,SUP256294,PROD287654,21,51,40902.93,1.19
SYSSP0001104,SUP256294,PROD179046,31,84,32590.1,0.66
SYSSP0001105,SUP256294,PROD397846,19,65,39059.98,0.81
SYSSP0001106,SUP256294,PROD898462,6,451,374.08,0.94
SYSSP0001107,SUP256294,PROD834233,10,516,428.66,0.66
SYSSP0001108,SUP256294,PROD638857,1,515,462.26,1.18
SYSSP0001109,SUP256294,PROD220936,1,514,466.48,1.16
SYSSP0001110,SUP256294,PROD242723,3,475,141.74,0.5
SYSSP0001111,SUP256294,PROD906010,3,335,478.29,0.81
SYSSP0001112,SUP256294,PROD723266,1,487,429.72,0.65
SYSSP0001113,SUP256294,PROD491559,10,342,225.52,1.14
SYSSP0001114,SUP256294,PROD687044,9,451,113.65,0.65
SYSSP0001115,SUP256294,PROD324130,1,552,112.91,1.1
SYSSP0001116,SUP256294,PROD214576,9,378,375.78,0.85
SYSSP0001117,SUP256294,PROD597305,4,296,205.27,0.65
SYSSP0001118,SUP256294,PROD812591,7,518,402.53,0.93
SYSSP0001119,SUP256294,PROD867541,9,443,276.75,0.24
SYSSP0001120,SUP256294,PROD130914,2,539,1042.58,1.06
SYSSP0001121,SUP256294,PROD824586,4,191,473.84,0.25
SYSSP0001122,SUP256294,PROD975679,5,328,2438.61,0.38
SYSSP0001123,SUP256294,PROD471371,4,101,1525.68,0.45
SYSSP0001124,SUP256294,PROD986589,7,355,1585.16,0.21
SYSSP0001125,SUP256294,PROD147489,9,211,1963.87,0.68
SYSSP0001126,SUP256294,PROD889216,6,140,986.52,0.21
SYSSP0001127,SUP256294,PROD718241,9,385,1145.99,0.41
SYSSP0001128,SUP256294,PROD237174,4,128,310.2,0.24
SYSSP0001129,SUP256294,PROD289934,1,269,2229.95,0.25
SYSSP0001130,SUP256294,PROD496764,8,182,1783.2,0.81
SYSSP0001131,SUP256294,PROD372028,11,333,1767.11,0.56
SYSSP0001132,SUP256294,PROD820775,3,253,1833.89,1.1
SYSSP0001133,SUP256294,PROD262325,1,381,954.43,0.67
SYSSP0001134,SUP256294,PROD980651,2,268,320.95,0.72
SYSSP0001135,SUP256294,PROD564586,6,155,1666.8,1.18
SYSSP0001136,SUP256294,PROD213475,11,347,1767.7,0.8
SYSSP0001137,SUP256294,PROD308296,4,262,185.92,0.78
SYSSP0001138,SUP256294,PROD473023,10,166,65.43,0.7
SYSSP0001139,SUP256294,PROD423993,7,192,90.65,0.43
SYSSP0001140,SUP256294,PROD586819,6,100,673.87,0.66
SYSSP0001141,SUP934794,PROD242723,2,420,137.14,2.57
SYSSP0001142,SUP934794,PROD735605,5,255,78.55,2.32
SYSSP0001143,SUP934794,PROD593554,6,654,202.25,1.46
SYSSP0001144,SUP934794,PROD745972,10,415,69.15,1.05
SYSSP0001145,SUP934794,PROD638857,7,424,444.85,2.05
SYSSP0001146,SUP934794,PROD512022,2,676,200.66,1.53
SYSSP0001147,SUP934794,PROD681343,7,594,181.25,1.84
SYSSP0001148,SUP934794,PROD962287,2,580,64.96,1.14
SYSSP0001149,SUP934794,PROD534037,9,692,456.16,1.54
SYSSP0001150,SUP934794,PROD123682,8,630,49.13,1.95
SYSSP0001151,SUP934794,PROD222629,7,534,175.81,1.26
SYSSP0001152,SUP934794,PROD898462,7,659,369.81,2.55
SYSSP0001153,SUP934794,PROD160718,3,326,364.43,0.87
SYSSP0001154,SUP934794,PROD700067,8,570,778.85,1.17
SYSSP0001155,SUP934794,PROD350905,8,345,201.46,2.7
SYSSP0001156,SUP934794,PROD373903,6,611,1144.93,2.36
SYSSP0001157,SUP934794,PROD377304,6,461,174.84,2.73
SYSSP0001158,SUP526117,PROD413369,29,141,112023.27,0.35
SYSSP0001159,SUP526117,PROD761532,22,147,118906.16,0.53
SYSSP0001160,SUP526117,PROD409571,39,146,110770.44,0.33
SYSSP0001161,SUP526117,PROD378535,38,138,105840.84,1.06
SYSSP0001162,SUP526117,PROD533321,18,119,121084.36,0.89
SYSSP0001163,SUP526117,PROD508396,34,122,57239.35,0.25
SYSSP0001164,SUP526117,PROD847006,29,82,94910.96,0.51
SYSSP0001165,SUP526117,PROD207570,19,105,113963.65,0.48
SYSSP0001166,SUP526117,PROD476417,22,95,60603.99,0.36
SYSSP0001167,SUP526117,PROD491329,18,145,50717.75,0.74
SYSSP0001168,SUP526117,PROD442622,30,114,147209.22,0.9
SYSSP0001169,SUP526117,PROD772124,23,101,110804.77,0.81
SYSSP0001170,SUP526117,PROD490917,22,86,76956.47,0.67
SYSSP0001171,SUP526117,PROD788772,36,93,149316.52,0.29
SYSSP0001172,SUP526117,PROD600935,26,137,150503.51,0.51
SYSSP0001173,SUP526117,PROD132316,21,139,90262.69,0.29
SYSSP0001174,SUP526117,PROD434640,37,92,82829.72,0.88
SYSSP0001175,SUP526117,PROD739427,34,140,149680.33,0.42
SYSSP0001176,SUP526117,PROD322182,32,126,146865.95,0.9
SYSSP0001177,SUP526117,PROD973294,34,121,143487.54,0.23
SYSSP0001178,SUP526117,PROD579536,30,124,54000.97,1.05
SYSSP0001179,SUP526117,PROD697347,22,96,43168.26,0.61
SYSSP0001180,SUP526117,PROD108454,37,121,52760.34,0.27
SYSSP0001181,SUP526117,PROD694849,21,131,19657.33,0.44
SYSSP0001182,SUP526117,PROD172306,21,141,53305.2,0.54
SYSSP0001183,SUP526117,PROD914571,34,135,40556.05,0.54
SYSSP0001184,SUP526117,PROD130914,4,1178,1030.48,0.94
SYSSP0001185,SUP526117,PROD875232,9,1106,268.75,0.53
SYSSP0001186,SUP526117,PROD211579,1,680,941.32,0.61
SYSSP0001187,SUP526117,PROD565765,1,835,1014.72,0.86
SYSSP0001188,SUP526117,PROD258787,2,642,105.59,1.1
SYSSP0001189,SUP526117,PROD764000,1,1176,927.04,0.73
SYSSP0001190,SUP526117,PROD700067,5,700,786.93,1.08
SYSSP0001191,SUP526117,PROD141468,4,945,519.04,1.12
SYSSP0001192,SUP526117,PROD221119,3,1126,1232.06,0.6
SYSSP0001193,SUP526117,PROD581532,2,563,927.66,0.75
SYSSP0001194,SUP526117,PROD837954,2,1073,1147.5,0.56
SYSSP0001195,SUP526117,PROD381444,6,740,274.13,0.79
SYSSP0001196,SUP526117,PROD517568,4,915,439.06,0.75
SYSSP0001197,SUP526117,PROD392670,1,642,213.96,0.58
SYSSP0001198,SUP526117,PROD130353,4,657,581.14,1.07
SYSSP0001199,SUP526117,PROD495833,3,511,1185.21,0.22
SYSSP0001200,SUP526117,PROD189856,6,639,837.12,0.84
SYSSP0001201,SUP526117,PROD152995,5,1118,335.67,0.82
SYSSP0001202,SUP526117,PROD791201,6,1065,872.0,0.58
SYSSP0001203,SUP526117,PROD729371,4,934,420.67,0.78
SYSSP0001204,SUP526117,PROD513160,3,920,513.32,0.78
SYSSP0001205,SUP526117,PROD985364,2,1081,363.99,0.57
SYSSP0001206,SUP526117,PROD626690,9,645,271.69,0.73
SYSSP0001207,SUP526117,PROD745972,3,1029,68.38,1.09
SYSSP0001208,SUP526117,PROD638857,2,983,464.78,0.86
SYSSP0001209,SUP526117,PROD265649,1,1127,450.47,0.54
SYSSP0001210,SUP285652,PROD986593,38,61,88457.7,2.91
SYSSP0001211,SUP285652,PROD595351,40,58,17607.83,0.88
SYSSP0001212,SUP285652,PROD287654,34,87,38267.08,2.53
SYSSP0001213,SUP285652,PROD697347,23,43,42207.2,2.07
SYSSP0001214,SUP285652,PROD627262,33,43,66029.54,1.44
SYSSP0001215,SUP285652,PROD322142,38,79,26374.26,1.87
SYSSP0001216,SUP285652,PROD674553,19,72,57144.75,2.52
SYSSP0001217,SUP285652,PROD627786,23,48,34860.65,1.41
SYSSP0001218,SUP285652,PROD890371,23,40,31001.26,2.13
SYSSP0001219,SUP285652,PROD397846,33,87,36516.28,1.78
SYSSP0001220,SUP285652,PROD555292,40,51,83318.15,2.34
SYSSP0001221,SUP285652,PROD934794,30,51,34936.65,2.7
SYSSP0001222,SUP285652,PROD600935,25,45,149193.63,2.11
SYSSP0001223,SUP285652,PROD188834,19,93,62250.93,2.99
SYSSP0001224,SUP285652,PROD761532,39,64,114857.27,1.77
SYSSP0001225,SUP285652,PROD778700,35,50,95224.63,2.42
SYSSP0001226,SUP870763,PROD393992,10,294,126.65,0.59
SYSSP0001227,SUP870763,PROD315173,6,371,1031.5,0.21
SYSSP0001228,SUP870763,PROD324729,7,261,906.81,0.88
SYSSP0001229,SUP870763,PROD376807,3,372,274.86,1.16
SYSSP0001230,SUP870763,PROD343467,7,271,541.2,1.0
SYSSP0001231,SUP870763,PROD671858,4,336,785.12,0.95
SYSSP0001232,SUP870763,PROD803953,11,366,984.49,0.89
SYSSP0001233,SUP870763,PROD599127,3,380,448.62,0.21
SYSSP0001234,SUP870763,PROD989545,4,310,505.29,0.3
SYSSP0001235,SUP870763,PROD571832,8,212,2518.13,0.45
SYSSP0001236,SUP870763,PROD908554,3,147,569.39,0.79
SYSSP0001237,SUP870763,PROD169403,6,161,248.11,0.8
SYSSP0001238,SUP870763,PROD757711,26,97,16025.86,0.38
SYSSP0001239,SUP870763,PROD497108,21,82,84493.12,0.84
SYSSP0001240,SUP870763,PROD612573,20,84,67271.37,0.97
SYSSP0001241,SUP870763,PROD108454,23,50,53455.05,0.48
SYSSP0001242,SUP870763,PROD476018,13,64,24744.85,0.26
SYSSP0001243,SUP870763,PROD570711,22,68,69945.07,1.18
SYSSP0001244,SUP870763,PROD666432,18,51,65467.18,0.31
SYSSP0001245,SUP870763,PROD780027,29,53,82685.27,0.31
